all_avg_price	period_avg_price
264.25	381.80
72.50	22.90
339.30	485.40
152.50	107.33
85.31	75.67
194.45	197.00
876.45	913.50
261.00	280.00
671.60	530.80
213.18	153.00
135.18	184.00
85.60	112.11
94.28	87.09
281.00	195.75
315.64	360.50
215.67	343.50
109.35	90.57
187.36	260.67
188.59	154.30
94.17	69.67
91.88	39.93
356.86	411.67
282.86	261.75
341.88	562.00
290.04	102.57
369.23	412.00
423.74	383.17
111.02	104.07
73.76	89.63
175.86	108.25
258.29	308.33
145.43	159.00
1109.21	194.00
355.80	377.29
63.11	59.53
27.41	29.05
62.96	88.76
331.01	248.29
96.86	106.00
60.62	102.97
409.14	645.25
183.82	186.80
316.00	398.50
75.47	52.95
271.72	471.83
140.40	170.00
270.35	291.20
138.42	110.47
372.35	372.58
721.80	623.25
28.62	19.15
291.28	212.19
486.23	372.00
57.89	36.77
530.00	205.43
232.21	98.75
1180.32	254.22
219.69	261.75
284.38	335.12
138.04	242.50
652.84	396.67
380.90	244.00
196.72	328.00
116.85	38.66
183.50	200.67
674.91	227.75
109.41	92.00
783.00	1597.60
732.72	204.97
215.88	180.83
222.82	103.25
132.66	98.52
1378.93	752.00
288.33	139.83
971.47	286.75
362.27	194.33
838.50	377.29
244.13	186.60
162.54	221.33
396.53	231.33
163.22	220.83
1715.45	270.25
4.26	1.74
99.83	117.67
155.18	148.27
363.67	269.67
199.67	262.00
640.08	537.72
150.23	134.86
507.00	444.29
235.77	226.33
295.80	225.70
1189.83	1117.33
284.45	267.00
101.00	73.85
233.38	348.33
499.50	567.33
445.00	353.14
137.78	28.79
541.42	712.50
2968.50	4052.66
143.08	312.00
177.62	290.67
115.13	94.38
388.45	214.18
57.97	153.24
163.56	62.34
306.80	297.00
336.07	201.77
125.06	93.14
93.80	131.33
1949.67	2322.25
319.32	528.96
810.06	325.25
234.11	304.00
151.89	170.74
330.50	209.50
516.91	267.40
100.33	14.30
234.77	163.20
491.75	396.62
203.67	96.60
281.77	498.25
179.61	290.15
882.56	645.50
332.92	320.50
2440.58	1855.56
341.00	138.67
92.82	84.35
206.40	234.75
178.37	615.75
180.00	224.00
34.69	24.97
86.08	67.52
124.24	71.28
59.77	94.27
403.17	571.67
474.01	863.10
239.72	642.83
299.81	294.57
234.22	213.00
462.25	631.14
46.30	44.60
183.75	71.60
299.33	121.00
627.39	267.46
2539.02	2394.82
95.90	153.25
430.42	297.17
264.07	307.67
233.33	268.67
567.12	971.00
2061.15	4039.63
70.32	77.96
915.28	49.97
2160.72	449.25
204.71	229.08
71.43	62.00
149.30	61.31
252.65	139.27
363.00	409.19
99.54	101.98
191.86	169.00
194.68	198.00
111.78	124.00
2593.57	262.00
332.01	462.76
141.52	271.67
95.98	105.75
380.92	809.86
240.50	136.00
417.55	128.45
243.99	250.36
64.86	49.97
135.13	106.33
157.40	155.29
155.22	144.00
218.58	170.78
349.67	133.67
334.44	179.33
927.54	2792.00
149.77	146.00
261.24	332.14
206.54	150.98
112.49	35.00
245.71	126.25
82.33	89.00
283.09	275.00
98.92	50.73
331.78	293.33
53.11	97.60
225.41	232.89
216.51	389.50
368.82	473.33
35.34	7.18
142.00	115.67
543.35	102.40
162.11	76.00
181.81	400.00
138.49	73.63
79.97	109.00
97.43	26.67
1368.35	865.37
244.84	224.16
191.62	136.60
177.61	136.22
246.43	658.73
157.53	136.17
130.93	42.04
204.38	156.00
266.69	662.00
153.56	114.97
353.25	343.50
156.62	145.00
202.89	175.73
293.17	169.41
352.15	504.67
83.01	75.13
39.91	16.27
320.71	305.67
219.58	70.49
384.57	333.40
1027.77	560.00
205.21	112.60
249.38	333.75
381.66	417.29
356.67	358.43
53.00	75.53
181.62	179.60
72.91	44.67
183.16	218.40
499.00	503.40
257.88	454.00
83.91	72.20
296.87	347.25
289.56	392.57
119.26	143.78
130.75	145.80
304.05	277.33
270.05	261.50
178.25	127.62
168.71	181.25
91.86	103.00
437.30	485.83
379.81	524.38
372.42	28.08
110.20	85.00
374.44	409.00
99.44	140.67
170.29	178.11
326.14	347.96
268.00	200.29
151.48	143.60
129.54	99.77
458.70	855.88
330.00	349.80
77.73	86.67
286.29	425.50
111.34	129.20
104.64	96.75
260.11	235.75
378.50	472.00
109.86	118.33
130.13	178.65
488.09	395.25
196.23	221.50
1141.50	91.00
647.00	524.00
204.89	158.30
114.61	39.94
176.11	195.20
170.43	205.50
154.26	153.43
732.69	877.33
349.12	653.37
242.87	275.30
310.06	346.57
321.32	292.58
126.71	141.33
471.50	641.00
114.50	85.33
91.66	98.80
345.89	272.00
181.86	214.00
74.47	41.72
171.91	170.55
152.73	133.75
31.03	26.05
201.31	250.20
420.20	444.00
159.34	204.20
82.47	107.00
131.16	155.67
55.74	68.87
424.11	503.67
215.79	28.63
112.70	79.97
156.75	128.75
71.68	101.60
298.94	252.90
472.17	554.00
316.08	422.33
166.71	213.25
74.04	78.38
177.73	221.50
18.42	7.68
515.13	424.00
137.84	155.80
266.03	594.22
109.06	67.25
208.43	235.50
207.38	201.75
180.56	102.38
136.91	132.53
127.09	173.65
248.14	233.33
149.43	172.98
230.37	141.33
153.38	194.34
663.52	62.60
233.88	290.50
267.15	370.33
313.12	218.67
22.31	7.45
107.70	40.76
189.13	161.00
141.06	89.55
120.58	95.12
380.93	270.33
79.89	151.69
260.30	78.50
799.39	120.83
203.47	405.33
1099.83	2109.33
122.45	109.65
84.05	52.95
351.35	359.90
89.33	117.00
264.16	310.19
203.12	156.33
162.15	98.67
498.76	625.80
239.43	330.67
150.59	141.92
195.27	159.30
58.26	48.45
309.67	290.37
95.29	37.71
150.31	122.65
65.95	74.33
360.73	432.33
152.19	258.25
274.76	236.82
665.85	392.50
256.56	163.33
187.14	232.00
76.46	54.50
391.25	395.00
165.23	86.09
370.44	501.20
190.47	220.81
367.00	483.33
641.93	1044.00
140.39	140.05
143.08	113.74
409.60	53.15
395.34	525.49
858.86	1562.00
203.64	211.00
333.07	253.45
306.26	326.00
51.67	22.23
1043.11	1195.26
173.56	204.16
117.93	103.52
489.89	405.83
294.50	222.00
230.65	143.97
272.99	451.67
147.97	193.75
142.80	332.67
106.70	104.60
775.00	928.00
280.55	69.26
147.22	110.60
320.03	324.08
643.62	668.67
168.67	157.20
361.65	342.71
71.12	61.58
351.50	266.33
234.38	252.50
195.62	206.67
236.67	234.67
160.75	132.75
505.69	436.80
223.21	215.44
125.97	219.53
104.96	98.00
155.36	128.25
246.36	235.69
110.02	9.40
246.63	366.67
3193.40	2379.47
143.79	122.95
195.59	138.63
286.14	256.00
128.67	105.33
171.00	111.00
121.92	91.00
87.11	97.64
146.81	140.93
36.44	55.38
391.00	282.67
169.86	120.75
113.66	34.97
173.35	275.60
141.16	185.20
75.72	34.00
139.57	57.33
639.17	933.00
172.30	133.04
353.40	541.60
75.62	125.16
226.64	175.33
134.81	150.20
200.04	156.71
339.57	359.69
321.90	401.73
140.10	159.79
132.33	89.60
235.31	133.50
697.48	974.68
93.16	120.32
153.32	92.63
455.60	475.25
85.70	97.20
92.47	87.88
135.29	176.85
530.58	631.43
196.42	244.63
97.78	114.00
196.26	277.00
39.59	47.83
102.98	107.30
444.29	697.33
361.99	269.48
418.55	630.00
54.27	46.30
4907.71	5013.33
141.03	131.99
50.93	62.27
294.38	154.33
1459.14	1971.50
148.70	174.77
150.26	176.34
157.43	168.63
84.09	61.20
181.71	189.00
56.41	69.98
151.05	125.40
92.55	136.47
656.65	208.16
58.95	48.59
76.75	77.30
79.36	91.85
431.21	275.75
65.68	111.40
1338.12	1195.67
53.83	30.91
442.23	244.00
408.74	374.25
291.18	36.25
169.21	217.67
246.25	376.33
182.59	151.00
337.47	291.57
235.18	309.70
491.91	879.84
252.12	270.29
28.99	23.48
398.73	694.00
61.56	72.08
423.69	215.07
29.48	25.72
83.82	66.08
123.50	78.67
64.39	86.33
186.61	222.30
268.31	177.67
1542.88	1303.33
1301.71	228.67
564.00	484.00
306.12	548.20
1222.21	1554.62
188.30	215.67
97.32	69.63
182.23	129.83
268.09	484.24
784.67	1348.94
57.07	102.00
46.93	25.20
152.77	105.25
1198.95	98.00
274.65	162.75
360.93	354.97
366.91	304.33
54.84	43.00
235.14	247.00
174.17	153.04
237.84	182.00
152.88	170.67
621.70	464.80
216.50	284.17
564.11	457.67
211.12	196.00
283.03	238.60
134.23	6.30
260.20	188.67
239.60	298.50
2214.33	3215.40
168.50	228.40
52.46	85.47
199.90	65.45
313.18	221.75
59.72	56.24
155.53	223.20
50.85	80.80
179.50	195.38
435.14	1054.21
285.29	260.50
115.02	77.96
72.20	27.40
192.50	190.60
93.74	89.98
3072.14	8002.98
291.88	247.33
266.46	288.74
1112.67	1166.33
200.83	208.33
871.20	259.75
127.37	178.75
455.96	68.57
120.33	129.00
265.94	368.00
131.10	174.60
295.49	353.27
165.05	243.30
124.74	104.61
179.33	238.00
514.44	542.50
220.75	143.80
337.79	462.40
475.70	807.80
927.17	1537.20
387.64	528.67
283.40	258.25
844.12	717.00
157.42	144.33
234.83	170.28
362.86	271.00
212.77	180.50
83.93	74.92
100.04	74.38
168.03	196.56
339.05	245.33
97.66	87.96
140.15	174.93
353.78	339.70
75.63	168.45
83.82	84.45
53.38	51.42
410.83	359.47
93.78	61.00
212.73	130.57
184.77	142.60
133.48	98.26
1553.95	3308.33
3121.00	2828.67
169.50	151.33
170.38	130.50
852.36	1514.36
664.73	1024.44
134.73	172.75
79.25	118.00
398.53	442.25
70.69	33.77
395.40	286.50
354.58	312.34
156.95	173.10
115.56	137.67
164.50	216.00
101.04	95.71
149.58	269.00
127.91	77.90
236.13	205.93
151.12	275.40
384.17	690.86
3226.44	3089.33
46.54	51.63
305.86	304.00
140.34	166.50
152.60	173.33
242.50	449.00
127.31	110.87
94.77	147.38
2862.00	494.00
75.11	122.86
254.27	149.62
99.72	151.29
125.13	133.74
178.28	173.41
86.34	118.26
262.90	227.75
12.28	7.65
449.12	698.33
131.00	173.80
45.00	52.70
182.36	124.98
166.83	142.57
98.39	68.96
140.43	141.33
360.00	447.67
112.77	148.69
3662.83	4804.19
128.68	271.50
280.73	256.43
165.79	138.80
81.09	103.25
1100.33	1061.20
1651.62	3051.89
488.00	683.67
52.07	6.00
427.69	418.67
2946.00	1368.83
610.42	305.00
32.23	22.40
182.58	200.82
142.00	134.00
472.53	359.60
328.59	473.67
277.09	215.00
295.56	225.67
156.58	184.33
152.90	96.58
126.00	148.50
2353.00	3122.00
371.31	98.20
203.27	395.33
245.96	167.80
287.00	380.29
53.62	3.27
213.17	275.50
271.62	340.50
211.43	344.00
161.97	110.00
93.23	108.25
211.48	179.75
186.21	147.38
904.38	2045.67
267.83	280.80
59.53	73.95
108.44	26.14
176.62	155.50
99.18	78.28
328.94	381.45
123.51	103.18
5.56	8.05
183.92	123.50
40.77	44.33
63.19	51.84
228.00	291.67
193.60	169.75
159.91	203.67
46.76	58.20
1043.78	728.00
118.13	66.65
286.50	138.00
141.00	129.00
152.36	62.63
91.11	64.12
105.53	63.07
305.55	318.40
97.33	103.00
69.57	103.32
257.14	284.50
161.23	358.00
142.67	140.67
97.72	107.94
228.33	286.67
73.96	32.63
239.58	293.25
139.87	144.02
150.22	173.32
231.29	127.75
281.50	220.67
135.07	161.25
112.20	78.12
168.08	185.78
57.68	156.00
109.35	85.67
82.70	108.13
335.08	417.00
1990.22	2680.00
72.91	116.50
173.74	185.05
101.67	95.33
351.44	272.80
189.20	292.80
250.58	326.33
169.76	73.62
118.37	140.49
75.15	33.60
361.52	380.50
177.58	183.86
253.43	335.50
265.43	219.71
192.90	191.04
298.00	358.33
295.42	427.67
143.08	113.43
677.62	668.71
105.94	107.32
162.62	106.26
323.12	511.00
329.06	315.67
280.15	311.48
143.21	163.60
676.11	248.27
379.58	361.67
139.62	122.60
268.88	220.25
162.97	147.75
227.92	231.12
212.95	204.33
166.91	111.00
80.68	75.93
103.21	101.60
203.44	148.33
171.31	171.33
256.29	140.67
197.65	253.00
129.79	138.20
180.00	185.12
545.08	944.33
111.69	99.79
275.93	317.44
228.86	339.00
154.92	261.26
82.75	61.86
184.11	172.67
289.18	255.33
182.16	165.76
153.15	166.18
161.26	103.37
98.11	87.97
75.61	68.62
234.63	244.20
150.66	199.33
341.21	409.88
234.60	248.75
745.27	704.25
271.44	231.14
199.46	197.40
435.85	664.50
89.35	114.00
340.28	444.14
513.95	274.67
140.60	108.11
110.15	46.30
118.61	50.89
452.55	292.00
179.24	145.98
358.49	334.67
177.07	190.00
121.04	89.28
231.38	227.33
134.20	154.27
46.68	45.74
99.06	125.59
147.12	158.20
614.84	1035.18
846.21	860.00
140.09	81.83
141.12	196.00
127.99	169.67
88.75	86.30
275.36	295.75
228.25	222.75
110.45	142.99
91.37	69.66
74.21	60.40
247.00	288.67
313.54	250.18
246.46	151.33
464.62	468.00
152.66	177.75
194.82	125.97
127.02	57.22
465.00	414.25
7140.56	9012.80
209.40	428.67
112.16	140.14
183.66	236.49
271.50	186.55
658.51	989.76
263.86	308.40
274.16	159.26
240.28	326.40
248.41	327.75
385.05	187.33
464.40	524.38
93.97	110.74
334.39	412.50
48.05	58.36
177.16	101.92
1302.64	66.97
221.46	235.86
333.29	181.33
141.41	139.72
209.85	177.44
1668.11	2106.80
159.91	79.16
63.26	48.27
143.35	142.00
146.79	67.18
159.00	181.17
171.30	252.93
9606.09	11457.71
320.70	321.50
218.54	242.62
402.15	350.33
190.07	158.58
129.77	105.99
174.75	176.26
376.95	399.38
116.46	188.63
90.07	148.63
329.94	48.55
284.11	352.25
183.43	179.99
292.78	312.20
176.48	222.33
167.15	130.78
112.40	119.83
78.09	93.62
176.09	107.67
60.33	59.72
168.68	144.10
288.22	411.67
227.44	221.00
112.59	71.93
131.43	100.44
217.12	185.80
146.71	172.33
101.26	101.58
91.80	75.04
98.19	63.95
251.41	336.31
195.57	443.75
331.21	684.33
191.02	192.64
299.25	352.00
269.57	344.67
399.49	400.57
64.15	60.86
213.00	137.99
498.18	96.67
199.45	312.50
295.09	266.62
220.99	282.60
289.43	331.91
331.55	221.66
62.33	47.27
166.49	188.20
290.53	260.88
183.11	231.33
403.44	775.11
193.50	148.67
386.44	347.08
384.92	183.00
335.17	343.67
368.64	347.25
123.90	138.42
187.75	305.00
238.43	139.00
319.84	371.67
236.06	305.70
42.80	62.63
119.98	93.78
309.54	159.67
153.13	46.67
844.34	89.93
192.45	365.33
134.25	212.33
389.99	482.67
131.92	108.67
100.11	57.20
206.07	233.34
130.21	113.00
55.64	57.78
137.32	150.80
437.72	283.88
62.69	55.27
169.84	144.15
182.90	198.81
120.57	131.33
90.05	130.60
178.23	274.15
174.08	167.17
114.16	157.24
572.36	520.60
1442.41	2796.98
96.10	137.75
901.20	26.10
101.55	82.68
24.30	10.62
4570.76	4048.29
274.06	246.30
105.86	147.75
856.32	308.97
5258.74	10287.00
179.97	271.33
77.83	50.45
611.99	203.54
182.31	254.08
462.33	333.00
309.75	266.75
229.08	296.60
150.21	173.72
566.96	1164.33
150.00	158.50
175.50	92.00
63.56	68.95
228.33	185.75
556.43	543.75
4379.12	5391.00
170.84	132.43
150.01	93.44
218.80	196.17
710.83	569.93
806.71	872.33
402.33	457.50
310.12	445.60
318.47	248.50
126.55	165.00
63.43	68.97
246.75	139.80
132.60	103.75
51.94	41.86
33.45	32.63
209.77	106.10
102.60	74.60
82.74	69.00
174.47	207.75
113.66	97.00
252.54	368.20
469.41	435.50
442.83	280.67
152.16	168.66
235.86	212.67
197.08	72.67
430.00	429.75
368.66	367.47
453.47	229.57
109.21	75.15
21.72	18.93
631.71	431.88
284.58	293.75
185.84	253.86
42.07	31.00
4380.32	304.83
132.22	190.75
1288.08	786.50
242.29	291.00
1156.72	3636.25
579.23	172.35
194.89	99.72
218.89	182.90
296.86	263.50
227.04	237.60
262.00	148.00
59.09	30.89
75.00	82.67
567.99	206.72
326.67	183.50
269.71	282.39
68.38	9.37
321.56	396.80
161.63	246.71
218.69	394.00
98.25	318.00
24.10	21.93
690.38	2839.00
532.63	603.33
225.60	239.80
169.20	89.67
416.33	409.00
164.91	101.40
228.12	116.97
164.18	173.00
81.54	87.00
73.74	77.97
295.89	178.33
253.91	242.25
335.64	363.75
128.43	89.40
1809.12	2996.59
336.00	359.00
123.68	95.22
157.46	121.50
575.54	1326.00
207.99	276.98
211.97	154.00
110.78	52.70
129.21	87.17
88.41	92.89
62.05	80.88
323.00	349.00
191.05	216.90
178.42	223.45
148.67	138.67
31.15	15.70
119.79	119.17
80.16	66.19
120.48	105.63
483.33	587.91
386.88	318.67
954.03	544.63
16.19	18.64
247.27	63.33
38.20	26.35
252.79	135.22
270.46	208.17
310.60	466.25
123.70	89.00
156.31	131.25
84.79	92.36
360.99	11.83
118.00	53.00
38.27	40.68
246.88	166.88
63.73	123.82
167.43	204.00
88.40	86.24
139.66	225.25
219.55	90.00
37.16	23.77
1406.59	1997.46
270.56	116.67
224.74	18.79
672.25	498.29
289.70	298.32
287.31	235.33
185.32	180.67
3602.12	5640.20
87.26	146.87
119.43	112.67
1117.08	131.78
336.94	188.12
101.58	58.86
226.98	261.31
196.67	258.33
197.00	118.67
1775.81	104.36
3158.83	5026.00
100.58	135.75
234.81	176.75
194.20	196.29
164.83	140.19
186.96	127.33
1084.17	465.75
237.33	294.33
113.27	192.47
112.95	129.88
563.81	402.00
427.54	642.00
379.69	290.25
147.31	358.00
212.43	242.25
309.47	66.33
107.44	91.33
577.44	603.75
161.98	188.20
303.25	206.17
576.36	317.33
45.42	59.66
737.99	1304.40
339.25	362.67
2644.43	4046.00
407.81	243.33
124.91	130.10
371.30	160.20
479.50	518.33
211.50	208.20
102.00	69.11
180.05	198.35
152.29	36.25
233.19	248.48
228.96	297.26
144.88	200.40
200.62	217.31
159.12	212.22
57.55	16.47
362.00	506.00
244.70	228.67
86.55	85.33
90.78	88.30
2969.52	1624.00
292.92	155.63
108.08	66.19
631.38	323.11
156.47	172.15
295.13	379.80
150.80	117.27
410.78	416.75
250.07	352.25
179.46	213.33
152.90	72.30
120.74	35.53
122.13	174.75
138.25	94.60
588.36	625.25
396.44	411.00
1081.73	989.00
234.61	219.33
217.80	334.00
159.67	118.00
87.70	125.67
12.66	12.15
179.43	120.67
350.15	388.83
246.45	210.22
124.43	140.39
92.41	85.06
241.53	328.33
125.19	234.75
301.59	276.00
132.00	157.75
178.33	328.00
157.00	135.75
214.88	198.67
311.86	231.10
209.39	98.00
250.68	182.80
116.35	125.67
271.10	194.21
51.90	47.17
195.11	328.50
7359.30	11076.83
394.81	161.63
437.25	191.00
609.00	634.00
88.43	73.33
167.00	152.75
323.85	401.25
90.81	119.37
108.43	105.32
355.87	421.40
543.38	617.80
209.74	165.80
120.83	187.00
591.50	458.00
798.81	469.75
626.38	482.00
804.42	719.67
85.96	221.46
84.48	80.13
148.08	169.17
149.36	87.33
116.57	127.40
144.74	139.60
244.57	219.33
153.33	127.00
188.06	223.75
169.27	262.00
300.83	187.33
291.30	444.00
365.14	344.14
129.22	146.25
126.17	100.00
106.21	204.00
86.34	38.36
259.12	304.80
2248.64	1037.67
288.94	320.00
116.91	135.75
154.40	102.33
52.77	62.27
346.09	380.75
136.39	147.00
249.36	305.59
3211.37	5309.00
112.03	171.20
99.00	101.23
779.90	127.25
1113.62	2198.00
64.78	72.00
148.37	153.51
121.20	66.63
241.57	212.33
63.12	85.00
142.83	75.19
204.11	373.91
632.60	650.71
177.95	241.80
125.71	108.88
47.20	52.96
28.20	35.62
517.98	822.30
195.75	134.67
214.99	205.00
128.36	145.25
132.30	217.62
214.29	212.00
151.12	119.26
388.44	328.00
214.14	83.25
152.10	191.67
71.43	77.00
179.70	180.43
161.38	117.33
149.49	84.22
176.00	101.00
68.11	91.47
103.75	146.34
215.81	113.06
150.17	141.67
278.20	319.66
125.66	166.87
3218.91	4478.33
206.20	275.67
208.12	193.60
144.58	72.33
255.85	231.33
159.37	169.78
257.45	190.35
137.29	120.92
168.71	164.67
142.22	148.20
227.55	276.25
350.73	389.00
389.25	463.36
429.25	78.67
229.53	306.00
183.87	206.13
138.65	88.27
84.06	101.87
198.47	37.23
166.61	97.36
393.46	307.00
177.00	108.50
34.46	44.12
51.91	45.93
126.11	92.33
248.67	238.67
90.70	90.33
101.38	147.28
202.99	180.50
270.32	260.75
180.97	151.00
286.11	417.33
329.22	354.25
130.85	131.27
192.51	218.36
646.92	2229.73
316.14	501.67
381.62	362.25
177.38	162.50
133.71	81.95
5027.42	3284.63
285.71	338.33
68.04	89.84
413.20	158.25
151.80	149.29
68.96	72.93
418.15	342.82
179.33	190.67
43283.11	324.00
131.87	152.48
263.33	265.00
207.76	307.33
24.44	13.30
193.98	72.72
47.47	34.60
207.18	184.67
179.25	102.93
220.88	322.75
158.00	142.00
258.08	279.00
338.57	189.67
361.88	205.00
289.75	66.00
163.00	260.33
308.32	330.27
194.97	117.25
364.37	578.80
143.73	142.04
79.82	109.22
268.86	282.00
203.22	207.33
100.28	103.15
67.95	116.70
228.37	216.40
402.74	541.79
207.95	158.20
338.00	234.00
350.80	509.56
125.56	117.66
137.22	213.80
192.67	246.33
199.31	300.33
233.64	289.31
475.95	372.25
86.95	73.20
219.86	118.75
122.09	116.25
95.37	74.59
103.61	105.00
119.22	63.27
246.25	396.00
42.38	46.20
224.14	115.33
125.59	113.75
224.91	152.33
376.47	75.27
596.51	567.60
189.78	262.27
297.81	405.67
209.65	234.27
130.00	135.00
509.28	415.83
316.88	335.00
230.60	185.44
155.78	191.20
647.11	1239.00
239.80	151.67
203.67	202.00
1128.61	566.50
3791.43	1110.25
55.60	51.48
315.94	620.48
97.06	72.93
3097.61	541.71
320.40	271.33
228.52	88.73
286.67	315.67
163.67	122.96
37.45	48.67
672.48	660.00
131.92	77.71
185.86	239.33
357.75	280.33
215.00	118.00
170.84	210.00
944.89	1492.33
347.95	304.75
381.75	533.50
192.70	207.18
26.88	7.35
1448.86	674.00
120.11	135.00
94.24	86.60
163.63	495.30
190.08	71.29
107.09	95.95
448.12	294.00
509.82	990.00
204.68	132.48
242.41	140.90
5.48	3.06
283.20	417.33
200.12	219.80
180.32	177.33
99.13	117.30
52.62	69.48
83.42	80.56
275.31	275.25
162.75	230.67
177.16	214.67
293.07	399.36
190.09	234.43
107.13	177.28
255.06	230.82
165.00	157.67
1829.27	3776.81
119.04	122.15
114.90	195.33
375.62	333.50
412.03	99.67
101.75	66.07
104.30	70.65
184.77	137.00
100.51	35.20
259.03	219.33
536.12	108.00
266.83	219.33
381.56	353.00
466.85	486.25
38.22	36.10
97.53	89.84
345.78	131.20
268.14	190.67
198.31	170.75
479.94	565.00
159.38	191.00
38.67	64.27
240.88	270.33
116.75	103.14
350.40	327.64
289.72	441.14
173.58	83.27
378.43	191.78
276.32	481.97
245.42	215.85
204.36	293.38
271.94	307.40
209.55	337.60
67.00	65.33
318.23	248.75
80.59	126.00
41.17	19.27
263.61	393.70
176.18	130.33
177.91	203.96
108.53	137.00
258.54	176.26
94.63	33.00
1453.59	4543.00
288.33	326.00
125.99	109.03
410.60	125.33
265.45	355.50
1660.66	1091.06
366.65	387.31
6.25	11.00
106.62	101.33
179.85	173.88
143.02	58.69
173.87	174.50
156.75	181.67
151.50	76.25
194.18	196.60
176.99	156.22
113.97	99.50
308.34	58.57
358.44	479.00
239.40	189.14
337.40	423.60
230.30	181.74
83.83	91.00
71.79	97.92
409.50	374.00
299.60	383.33
466.42	537.68
148.93	125.30
122.10	115.57
198.78	322.25
391.95	371.90
655.96	1055.67
1368.50	170.50
77.84	79.47
231.85	205.50
1926.11	3215.32
227.25	303.00
165.24	133.79
501.50	517.00
523.42	485.08
177.13	204.33
13.31	23.47
163.44	166.33
253.81	389.17
285.00	286.33
731.73	238.42
150.16	266.94
101.50	48.25
243.76	284.50
208.90	19.27
123.76	117.95
338.33	521.00
129.17	98.75
149.86	119.40
117.17	224.26
227.54	252.43
402.22	742.00
166.25	119.00
68.19	67.08
323.37	268.29
161.23	75.00
9.51	13.30
30.97	35.33
243.18	235.80
175.75	69.17
168.56	151.43
110.70	108.86
654.76	2334.50
99.40	83.13
96.79	121.00
183.30	211.33
177.74	248.40
439.68	382.88
136.01	130.30
553.24	459.33
1872.30	3334.60
48.15	47.97
154.15	166.58
31295.00	48890.80
181.09	76.45
444.12	378.35
292.58	210.22
116.16	69.78
132.48	117.63
209.42	132.67
120.02	114.88
184.86	189.00
563.59	417.25
1095.69	138.74
194.57	200.17
144.62	185.72
184.58	162.33
258.56	140.75
132.47	173.56
318.64	314.00
295.43	202.00
569.65	436.60
278.14	321.33
187.33	307.75
325.68	102.63
285.00	139.67
459.57	257.25
277.58	301.51
1533.33	2840.00
466.50	658.00
289.14	218.33
120.49	120.14
467.96	165.20
537.99	306.25
274.20	294.67
225.70	233.25
620.58	788.75
466.94	341.67
260.08	288.20
293.76	176.00
112.04	55.40
472.86	290.30
154.16	142.33
352.20	206.00
1200.38	1496.50
132.30	190.66
140.22	145.50
236.75	261.56
83.72	84.88
60.97	65.55
430.32	823.87
162.00	232.00
215.00	239.40
206.61	276.38
117.05	57.42
49.95	32.29
743.08	838.22
50.19	29.00
188.60	55.95
234.36	265.75
113.14	69.75
151.18	106.72
49.14	46.81
243.09	168.75
158.57	90.00
126.96	129.60
262.00	198.99
217.22	176.25
374.33	259.20
906.31	991.00
303.89	293.25
1454.81	3340.35
110.65	107.65
446.68	316.00
212.54	214.53
324.58	144.00
134.00	162.33
341.15	287.17
367.40	107.97
496.38	368.75
107.08	160.00
162.72	170.40
188.76	158.27
149.57	208.33
59.10	27.87
70.60	127.67
274.80	28.80
282.65	109.00
143.22	163.11
267.16	237.27
157.00	100.76
90.35	172.99
161.79	164.33
288.25	228.20
125.33	120.18
129.99	146.86
86.17	50.98
239.25	285.33
182.40	128.67
933.00	814.67
189.73	126.23
348.91	386.00
129.65	92.25
375.57	337.80
72.03	124.33
327.44	345.33
358.71	355.83
250.13	290.57
373.52	402.50
236.97	51.03
206.23	113.50
252.81	216.04
288.34	74.13
79.02	95.35
216.44	253.33
196.84	222.02
829.69	1321.29
120.45	297.67
63.76	70.29
187.27	209.71
66.33	30.20
102.08	135.33
205.92	143.25
400.70	367.12
188.58	198.75
79.00	58.52
296.89	233.22
192.07	150.95
220.38	233.80
347.93	759.27
232.18	187.28
180.57	220.76
122.47	188.67
251.50	224.50
123.42	103.17
186.00	169.20
146.27	104.00
176.95	121.93
196.43	75.25
177.90	214.25
297.52	203.78
190.62	308.42
266.70	394.67
274.09	211.33
348.26	80.86
187.78	135.45
93.78	84.93
350.85	387.17
105.60	122.50
287.67	330.33
63.80	39.96
101.54	134.00
391.38	305.00
601.94	427.12
95.14	100.33
57.86	36.30
260.90	363.09
166.45	121.67
82.50	107.17
64.83	55.78
3235.78	833.67
297.91	337.73
423.46	228.67
36.85	38.40
205.43	354.60
312.78	290.00
270.55	118.80
157.22	155.00
162.54	142.88
151.22	184.47
139.04	111.43
201.54	223.33
197.76	119.60
484.50	494.00
134.75	128.95
289.66	185.21
111.62	93.00
258.13	265.18
80.78	93.45
349.15	324.50
74.20	130.97
94.56	120.32
236.68	462.01
235.55	232.33
125.45	150.31
204.69	189.00
220.09	197.86
49.98	43.27
535.13	999.33
328.64	187.09
203.61	168.47
89.97	51.65
34.34	30.89
211.99	128.63
59.37	64.22
934.79	388.00
2369.54	2103.77
463.91	209.00
102.90	169.65
280.47	336.17
249.67	423.33
219.07	105.00
114.98	69.40
401.80	221.25
194.99	206.22
73.09	63.18
450.68	726.40
142.99	84.97
146.61	187.75
80.00	66.41
138.83	136.00
375.71	365.33
948.81	287.63
95.69	103.87
244.72	191.25
159.43	99.50
59.37	23.87
115.82	117.68
119.78	131.83
101.61	202.17
217.11	277.00
234.40	241.75
327.38	683.25
148.22	161.00
273.43	327.23
