all_avg_price	first_seven_avg_price	last_three_avg_price
84.81	89.22	71.6
292.78	312.55	187.33
178.77	187.92	160.47
20.3	14.02	28.14
321.21	283.23	351.6
252.76	267.55	214.63
238.21	215.36	322.0
78.3	73.0	96.32
194.99	150.65	305.83
243.24	243.22	243.33
249.33	262.0	224.0
160.4	159.09	164.33
181.33	187.58	165.72
212.38	217.61	198.91
154.51	213.84	104.54
106.49	93.25	119.74
23.42	22.25	24.36
339.44	382.88	165.67
231.24	291.83	85.8
181.74	194.93	102.58
706.76	710.92	703.52
126.33	135.83	116.83
80.17	53.81	141.67
231.14	215.27	256.94
194.97	167.25	262.29
354.93	315.2	454.25
135.98	167.55	104.4
135.89	141.06	97.17
344.29	355.21	293.33
295.0	258.67	331.33
2856544.28	3421926.47	29633.33
138.06	127.07	178.33
203.31	229.86	128.98
587.31	375.45	820.35
36.32	42.7	25.89
206.83	212.27	190.53
110.83	134.33	87.32
61.16	79.74	20.3
92.71	104.73	48.67
82.94	68.91	122.2
136.31	120.29	148.77
679.38	319.58	1399.0
195.14	214.8	170.56
129.57	119.0	137.5
126.3	117.52	164.33
123.19	128.58	114.2
495.3	352.2	638.4
204.11	229.7	161.47
383.36	425.25	271.67
414.0	327.33	461.27
190.15	191.7	185.0
493.02	644.6	280.8
236.03	213.96	308.56
176.5	127.67	225.33
480.57	585.0	341.33
146.72	117.93	164.0
232.15	426.25	121.23
687.73	596.65	1044.47
196.72	204.46	181.73
108.54	118.96	90.29
556.77	542.78	588.25
206.0	177.5	244.0
79.06	84.15	72.27
436.5	325.0	622.33
368.67	350.75	420.44
218.53	218.13	219.33
73.57	72.98	74.93
2375.09	135.19	6854.89
214.75	207.5	222.0
40.99	43.44	37.92
99.51	65.33	190.67
617.59	797.4	360.71
184.14	133.91	368.33
150.8	136.4	165.2
185.11	200.0	155.33
212.2	246.83	160.25
670.93	763.36	416.75
197.7	206.76	181.4
169.79	118.89	281.78
65.82	53.0	78.63
237.4	240.28	230.68
158.09	136.87	193.47
119.95	111.49	176.33
317.88	219.92	572.6
88.35	61.39	126.1
506.5	461.67	533.4
176.14	183.71	162.88
835.43	1111.0	468.0
88.52	83.67	95.8
290.78	314.33	255.45
185.0	162.8	222.0
196.55	479.93	119.26
265.67	435.5	129.8
413.45	433.67	407.39
765.31	950.02	343.11
112.64	80.75	155.17
342.77	270.04	464.0
221.83	283.0	160.67
986.26	2041.4	106.98
663.08	1089.57	66.0
534.6	518.33	559.0
514.23	598.1	234.67
181.32	180.68	183.3
389.98	446.43	291.19
468.74	466.52	477.31
289.26	344.49	167.75
213.25	152.17	286.56
115.36	121.74	101.0
111.81	125.33	107.3
80.69	90.72	60.63
469.2	416.17	548.75
322.62	306.43	341.5
601.6	552.57	716.0
28.3	29.67	26.93
114.42	143.96	105.19
64.71	48.54	93.0
145.98	166.0	105.95
68.43	72.4	61.63
192.3	183.5	198.17
98.2	39.92	195.33
81.76	108.0	47.17
202.38	162.25	242.5
125.38	126.86	117.0
135.89	100.25	164.4
258.43	263.2	254.46
277.99	299.8	246.27
298.93	273.05	355.24
212.7	187.6	237.8
1406.22	164.67	3889.33
353.49	358.74	332.5
179.75	237.98	129.83
119.2	131.0	95.6
18.25	6.6	37.67
146.47	142.99	172.0
367.84	507.25	181.97
244.68	268.09	166.67
242.59	80.41	314.67
9.68	10.48	3.33
89.15	83.89	104.92
107.4	102.0	115.5
640.09	621.11	747.67
147.57	166.89	140.55
93.81	96.23	72.7
270.77	332.31	106.67
159.58	158.62	161.5
194.21	184.33	204.08
580.03	411.05	985.6
81.89	138.33	68.87
43.52	4.37	82.67
132.93	131.84	136.99
167.55	173.93	152.67
473.8	432.56	535.67
223.42	591.5	149.8
129.04	138.62	68.4
359.88	402.29	255.12
46.73	26.27	56.97
280.63	387.27	229.63
100.5	117.45	66.6
367.45	377.55	358.9
98.33	139.6	29.53
202.38	172.48	229.3
295.04	347.75	242.33
152.45	167.13	115.75
160.57	149.5	182.7
327.57	297.5	367.67
242.35	193.73	388.2
373.42	386.33	292.75
730.44	675.8	798.75
524.34	669.53	146.85
219.68	226.1	209.4
93.06	56.26	191.19
233.47	275.4	149.6
539.55	595.4	493.0
415.6	425.23	386.7
147.29	162.84	125.51
263.82	191.18	384.89
98.02	77.35	152.26
86.78	68.98	113.48
394.38	545.57	219.01
144.69	159.0	133.95
95.66	82.76	155.87
155.43	113.75	211.0
137.31	202.11	72.51
393.69	473.0	282.65
211.09	242.46	22.86
116.82	137.75	74.95
171.8	103.0	201.29
157.39	163.52	128.0
108.27	113.13	84.0
107.25	153.52	49.41
97.68	105.0	81.2
279.1	371.48	168.24
722.66	768.72	526.95
139.53	161.05	74.97
108.0	115.67	94.2
93.81	102.92	80.14
294.98	278.2	332.75
518.27	512.58	533.71
150.7	223.47	53.67
148.26	41.02	255.5
539.0	597.0	423.0
665.67	808.4	487.25
93.0	120.0	72.75
223.08	166.57	302.2
37.57	16.03	48.34
267.82	278.86	248.5
220.88	338.33	150.4
229.35	206.03	262.0
314.11	333.67	275.0
95.33	108.67	82.0
250.16	190.72	403.0
272.43	301.0	234.33
126.32	92.2	150.69
143.33	113.0	181.25
220.96	232.23	193.93
108.1	109.16	106.5
75.84	75.09	77.55
262.52	130.67	361.41
162.56	178.17	131.33
177.87	193.65	164.35
255.21	255.6	251.33
95.46	98.38	86.72
245.9	246.02	245.0
154.28	190.25	118.32
90.59	92.13	83.1
166.49	121.98	240.67
91.86	69.75	113.97
186.5	139.88	248.67
130.87	115.75	148.14
205.74	193.27	266.0
146.32	154.67	137.97
764.5	847.45	329.0
382.79	144.74	2584.75
10.12	7.9	17.89
1184.0	579.0	1668.0
329.8	347.86	287.67
383.87	389.27	348.75
1211.62	226.16	1915.51
289.16	333.85	192.33
257.51	257.66	257.44
51.39	63.46	32.07
221.95	229.58	193.96
91.78	95.57	87.35
137.71	70.22	214.83
1508.26	1849.05	76.96
1251.38	132.6	3116.0
220.75	244.62	173.01
120.86	159.33	43.93
281.65	289.73	257.4
440.61	91.98	1021.67
233.5	322.0	145.0
440.96	341.85	558.09
94.36	87.58	117.52
243.65	210.08	324.2
72.95	77.66	69.69
294.65	276.21	345.64
476.86	554.33	418.75
64.23	58.63	73.03
170.25	168.99	177.5
246.21	254.99	226.14
77.56	81.28	41.67
97.42	94.5	103.25
133.75	132.93	135.22
203.65	177.17	263.25
279.69	268.46	328.33
58.68	32.77	106.81
268.86	206.15	370.75
156.53	197.08	106.98
215.9	235.2	190.17
176.62	212.62	119.0
894.67	945.31	815.89
70.95	42.67	127.5
460.44	489.8	423.75
252.29	54.0	401.0
143.66	154.38	118.67
172.35	203.0	135.58
149.62	159.31	107.67
100.37	124.21	79.5
40.98	47.33	34.63
568.89	388.79	1109.2
35.47	8.17	55.95
620.56	822.0	459.4
283.29	382.0	151.67
159.0	160.75	157.83
176.69	165.8	194.83
114.01	133.97	54.11
95.14	60.11	114.0
470.9	734.0	295.5
241.33	304.67	178.0
79.95	86.89	61.43
424.38	433.8	408.67
285.38	278.98	321.67
33.28	31.33	40.78
418.8	447.56	402.62
383.67	281.25	895.75
142.66	187.0	111.0
345.75	248.3	429.29
147.64	157.5	121.33
147.66	171.52	115.39
83.35	75.0	91.7
115.98	96.25	137.9
184.63	168.67	200.6
814.86	641.75	1045.67
222.85	284.25	124.6
1133.43	974.29	1310.25
130.75	213.66	70.46
187.06	172.72	218.6
1028.67	1386.0	314.0
61.65	45.32	77.98
190.72	218.67	169.76
1114.43	1658.0	706.75
203.09	194.91	211.28
192.83	315.2	29.67
203.4	133.65	259.2
276.61	237.86	338.6
165.25	125.57	220.8
242.79	247.77	231.26
167.85	170.91	163.25
249.89	234.67	255.6
117.76	123.81	18.94
329.19	362.6	273.5
126.95	128.56	121.83
111.5	130.67	92.33
215.63	213.25	228.33
46.04	46.35	45.8
116.98	104.47	142.0
158.63	172.71	144.54
559.8	635.75	281.33
239.81	272.6	185.17
141.68	84.08	237.67
122.38	118.84	133.9
123.2	145.4	101.0
245.75	370.5	96.06
6163.6	6590.86	5166.67
571.12	570.4	572.33
215.62	50.67	314.6
62.4	28.33	113.5
110.05	95.7	133.0
134.64	136.6	125.6
266.82	278.9	230.6
176.35	193.75	118.33
88.46	58.4	198.67
112.71	121.64	53.18
219.71	210.5	232.0
241.0	127.5	354.5
369.67	454.86	250.4
126.34	127.87	121.11
176.33	131.5	212.2
228.95	240.04	205.38
122.63	160.67	84.6
109.11	97.4	123.75
90.91	97.97	82.67
1473.67	343.6	2886.25
212.77	261.48	115.33
619.93	521.71	1242.0
200.58	266.33	134.83
167.86	156.96	195.1
91.6	83.07	98.0
65.46	115.44	15.47
245.5	154.33	464.32
196.38	218.57	165.32
276.5	261.56	321.33
310.84	303.11	370.75
350.94	410.69	195.6
91.42	95.57	70.63
187.98	220.54	131.0
142.91	133.1	164.04
582.69	704.29	298.97
24.54	18.22	39.29
72.9	53.38	111.93
177.53	166.75	242.17
223.89	224.45	220.33
212.94	254.88	171.0
336.47	315.88	354.78
126.65	135.59	113.74
297.08	353.5	240.67
332.3	264.14	491.33
175.42	187.82	157.71
304.61	312.68	237.33
182.0	220.0	136.4
193.13	159.52	221.13
310.67	264.67	379.67
147.53	130.54	173.0
263.2	181.14	454.67
764.5	725.86	854.67
138.31	124.08	153.83
150.55	140.33	242.5
237.88	279.8	168.0
327.09	114.33	752.61
91.88	116.98	76.2
124.16	125.98	122.82
290.68	267.33	347.97
296.94	294.64	318.33
1593.16	2103.07	573.33
325.15	355.97	294.33
69.24	70.68	64.92
225.25	236.1	149.33
210.06	232.31	106.25
310.52	322.27	280.69
368.31	313.19	654.94
180.63	192.33	160.57
129.81	127.34	141.33
195.18	149.1	351.84
6058.67	1198.0	10919.33
275.5	218.2	332.8
185.42	177.66	205.6
124.61	99.69	157.83
139.35	55.96	278.33
337.33	302.33	372.33
278.43	331.67	238.5
53.27	67.42	47.2
562.59	239.12	993.88
115.42	101.88	137.1
339.0	465.0	213.0
99.39	120.4	73.12
272.97	303.42	110.57
142.4	158.56	113.32
58.51	67.03	50.0
254.41	293.22	167.08
955.72	931.58	1004.0
421.25	487.75	354.75
289.4	278.0	300.8
327.67	268.67	386.67
461.9	430.8	493.0
33.97	34.35	33.1
355.06	379.45	310.33
157.5	164.33	150.67
181.58	134.6	240.31
105.26	98.24	115.29
268.29	264.53	282.6
125.36	122.43	134.16
286.47	286.3	287.0
331.12	304.0	376.33
56.94	59.49	55.03
121.47	95.24	182.65
592.38	602.5	558.67
222.29	210.0	246.88
362.25	288.4	485.33
291.68	338.61	172.24
6.83	4.07	10.5
341.56	354.67	315.33
163.5	189.67	137.33
79.54	99.94	55.05
259.39	115.33	403.44
175.58	182.67	173.21
131.22	108.33	176.99
183.89	240.75	138.4
123.66	124.34	117.8
208.29	233.0	175.33
196.74	179.4	283.42
335.06	312.08	390.2
404.55	413.79	341.73
254.83	257.26	243.25
231.5	174.33	288.67
332.07	365.3	226.83
2650.2	2621.42	2691.78
1083.54	805.85	1453.79
245.71	211.36	371.67
156.19	168.7	139.5
594.62	660.6	484.67
239.24	227.7	270.0
141.88	130.97	163.7
322.4	305.5	400.16
146.81	141.63	153.4
135.46	143.4	130.5
42.32	50.87	33.78
193.2	115.26	282.27
304.25	289.86	405.0
930.32	585.16	1448.07
106.27	154.51	21.85
2750.77	1221.18	4662.75
694.48	641.5	765.11
596.71	620.6	583.44
66.2	68.96	59.76
309.16	253.43	448.5
122.83	121.39	124.7
328.02	398.9	195.11
237.06	217.93	321.2
142.25	156.29	117.7
127.95	4.95	250.95
170.43	160.73	184.29
68.9	39.24	148.0
269.7	254.31	331.25
110.11	178.8	67.17
147.58	129.46	207.14
246.83	246.93	246.33
63.12	61.85	72.0
322.77	96.5	423.33
563.91	818.0	246.3
245.5	223.12	290.25
86.59	107.06	38.82
173.71	183.31	131.48
46.2	55.92	33.23
168.56	173.75	160.4
180.62	210.0	131.67
69.3	57.55	194.67
440.15	721.67	198.86
250.58	242.1	263.3
380.19	241.88	587.67
98.99	78.47	126.33
244.71	250.23	224.5
178.5	189.8	144.6
172.73	185.31	135.0
67.29	72.14	54.37
270.17	146.0	295.0
258.45	325.43	141.25
283.27	236.8	322.0
155.1	98.48	268.33
253.41	289.08	167.8
148.78	152.38	128.71
311.54	301.8	350.5
200.06	181.64	264.5
305.5	284.0	327.0
450.73	459.43	435.5
311.0	285.5	345.0
186.71	304.67	98.25
247.18	249.04	236.44
462.64	410.12	602.67
126.79	128.22	123.56
244.38	291.8	173.25
47.78	31.25	61.0
1510.0	2256.0	1261.33
215.83	227.34	154.44
374.08	488.71	53.12
138.1	165.6	110.6
207.34	192.89	347.0
843.67	1104.77	437.52
109.22	59.0	149.4
181.39	145.82	297.0
286.89	306.5	247.67
170.36	136.68	293.85
154.4	92.71	298.33
184.06	258.0	122.45
135.0	131.0	141.67
75.37	74.4	75.86
126.56	135.87	77.36
80.66	55.9	99.92
597.18	631.43	553.14
155.88	172.2	128.67
151.91	146.54	168.0
578.08	596.57	472.43
200.98	176.06	259.11
155.26	118.93	264.25
187.71	185.7	197.25
238.56	159.5	301.8
28.0	20.68	35.33
186.5	165.66	290.67
214.4	223.9	200.83
22.14	19.73	25.74
172.46	178.22	162.22
207.64	258.19	168.98
176.32	133.5	210.58
274.04	180.06	399.33
161.5	159.83	164.0
849.68	923.9	280.67
214.14	187.43	246.2
82.05	72.35	122.82
18.34	22.67	15.09
109.15	96.67	122.67
249.87	119.47	510.67
210.36	150.36	270.36
37.81	46.13	12.82
129.76	121.59	136.76
307.74	355.69	227.83
203.33	277.33	129.33
335.0	114.67	445.17
407.0	578.5	178.33
319.59	333.42	286.4
9.04	8.99	9.12
935.7	798.0	1716.0
1552.09	2110.86	574.25
304.0	424.33	213.75
111.89	118.08	82.2
191.57	212.84	158.14
86.94	66.65	107.22
105.55	87.88	162.97
275.0	203.0	320.0
22.34	18.49	32.93
374.7	346.67	475.6
267.14	284.5	223.75
350.71	387.75	301.33
171.29	258.67	105.75
123.13	130.12	116.13
221.51	223.06	218.67
200.44	165.8	258.17
72.47	100.4	65.49
4551.44	5393.8	3498.5
428.35	466.82	210.33
221.24	231.12	194.88
186.18	159.84	206.67
259.27	222.66	298.69
232.57	183.08	298.56
103.74	101.25	117.0
125.8	98.2	162.6
899.5	993.6	742.67
208.13	242.69	139.0
259.0	289.0	149.0
144.25	124.4	177.33
559.43	618.0	481.33
458.98	531.98	303.86
446.36	476.41	242.0
3505.53	5353.25	338.0
415.22	486.17	273.33
283.95	260.06	347.67
132.03	116.76	179.54
69.26	70.17	59.7
54.81	53.57	58.8
102.09	87.2	121.93
248.18	267.14	215.0
211.17	285.0	137.33
1564.22	820.0	2010.75
304.36	134.0	401.71
1703.53	2094.36	609.2
595.38	506.8	743.0
243.95	236.75	265.57
136.76	180.25	78.77
180.79	188.46	168.0
194.62	243.6	113.0
315.64	340.38	282.67
58.75	63.95	52.9
274.96	299.65	168.0
142.68	113.86	200.33
1062.0	1868.67	255.33
333.05	323.99	352.0
746.4	957.9	419.55
1316.17	1443.56	934.0
250.64	250.7	250.5
343.83	386.75	258.0
177.23	128.46	249.4
322.04	341.08	301.1
185.43	197.06	146.67
189.61	216.42	136.0
140.24	156.27	124.21
143.48	96.8	174.6
129.91	143.0	114.2
37.59	42.58	29.27
141.98	72.97	211.0
194.78	209.98	134.0
285.2	255.13	345.33
344.29	364.75	317.0
114.44	128.25	103.4
209.7	203.16	233.66
46.3	45.19	48.81
719.86	781.12	638.17
114.52	131.21	75.58
121.67	150.9	88.79
109.96	111.61	105.42
145.41	154.38	116.25
215.49	189.25	224.23
222.84	235.79	179.67
177.57	168.3	221.27
150.91	156.65	122.25
383.15	456.67	320.13
96.2	92.33	98.13
265.18	280.64	236.83
143.8	111.0	176.6
1467.11	1447.3	1519.93
247.59	117.93	328.62
256.7	281.61	242.17
1472.29	1652.5	1111.88
378.76	414.5	307.27
256.16	267.59	212.33
87.98	78.35	104.39
168.33	205.67	131.0
135.14	175.0	105.25
196.54	178.75	297.33
288.8	183.11	424.69
212.0	216.53	199.17
171.33	235.35	85.97
144.05	161.82	108.5
275.96	266.84	303.3
101.13	117.1	47.9
304.7	409.82	112.0
205.86	154.67	236.58
43.79	44.96	40.27
320.9	100.64	596.23
153.07	162.72	92.0
215.7	262.8	168.6
213.42	217.38	205.5
38.04	39.48	33.23
748.22	453.5	1337.67
152.01	220.93	100.33
542.61	576.75	474.33
378.84	386.43	365.18
1168.23	1265.06	369.41
163.27	170.71	153.8
221.44	244.33	175.67
223.73	135.62	458.67
193.87	199.79	162.3
790.75	280.43	1505.2
280.14	316.0	253.25
151.35	81.6	252.12
347.09	286.62	508.33
165.28	164.22	171.67
512.33	530.67	494.0
3748.86	215.33	6399.0
161.54	107.22	205.0
88.08	88.43	87.58
248.75	233.72	257.34
363.04	351.57	397.48
369.45	381.12	338.33
258.56	205.67	326.57
388.12	444.42	290.89
273.38	454.69	149.32
470.75	435.0	506.5
163.68	153.3	238.4
218.0	222.14	208.33
362.83	384.22	353.2
267.1	282.36	236.57
920.05	250.44	2705.67
645.89	554.8	759.75
367.88	352.74	418.33
52.15	56.14	44.17
183.0	244.17	137.12
132.62	166.28	31.63
123.97	165.33	92.95
135.81	104.99	172.8
399.18	409.18	380.83
287.02	316.78	143.17
136.58	141.53	118.0
248.43	299.19	92.55
339.89	457.5	104.67
319.98	367.0	249.45
72.11	68.77	90.05
196.67	175.0	261.67
1156.22	1471.0	526.67
83.38	89.76	73.32
220.1	210.44	260.22
193.03	175.52	226.09
333.36	358.61	194.5
179.88	174.54	192.33
253.64	301.8	213.5
90.53	64.86	121.34
1466.43	795.98	2304.5
272.77	318.75	199.2
365.86	301.67	526.33
285.27	328.0	228.3
340.76	330.07	357.57
44.42	39.75	48.16
186.93	270.25	163.13
220.61	240.38	137.58
89.91	103.0	50.63
1328.09	2469.43	440.39
742.43	136.83	1953.63
440.5	428.67	452.33
216.67	258.33	175.0
423.96	420.88	429.78
208.05	172.29	333.23
190.18	169.67	197.88
412.73	392.64	444.0
85.24	130.4	44.59
225.71	277.5	156.67
40.58	48.37	34.34
1449.6	1410.17	1553.55
86.24	99.2	64.63
55.38	57.95	54.36
97.71	88.6	118.97
124.64	126.85	118.0
794.07	661.36	1159.0
164.45	183.7	77.82
2411.14	4386.29	436.0
349.0	323.83	403.91
265.4	208.0	495.0
29.28	50.67	7.89
364.7	405.83	303.0
184.62	160.63	239.46
140.5	40.33	240.67
356.71	262.5	482.33
199.79	203.27	192.36
305.48	386.5	224.45
841.06	984.4	28.83
105.33	79.98	168.69
228.29	92.87	329.85
404.75	432.86	208.0
169.14	157.8	309.8
32.17	36.52	24.93
214.66	194.99	253.99
129.05	165.1	56.95
133.07	71.54	240.75
83.12	90.21	70.7
100.77	88.81	128.67
26.62	31.09	13.23
172.08	148.37	219.5
97.4	77.11	137.97
107.91	110.83	97.98
22.78	26.67	9.83
702.24	696.43	705.98
205.63	175.25	286.67
107.13	89.57	127.62
143.05	149.62	132.54
56.48	76.36	38.41
293.19	164.0	366.21
184.44	182.83	187.67
113.74	133.37	74.47
203.86	205.22	193.0
111.67	96.11	158.33
15.72	17.31	8.57
58.06	80.83	27.7
222.89	179.83	287.48
291.58	302.1	253.0
277.0	170.5	419.0
72.28	87.99	37.72
306.45	299.78	312.0
297.63	299.4	286.42
2574.53	3382.82	351.75
377.4	403.3	334.22
87.57	63.47	111.67
59.6	44.41	86.96
219.17	188.2	257.89
216.19	331.64	71.88
256.9	269.14	228.33
109.12	120.2	90.67
226.52	249.5	180.56
371.3	540.12	281.27
442.14	605.0	320.0
69.57	69.55	69.73
211.09	236.54	167.46
216.67	268.71	159.91
253.31	237.56	288.75
108.5	104.36	112.64
73.05	85.09	36.92
77.82	67.82	117.04
1312.8	1555.75	341.0
246.97	84.27	369.0
175.36	140.29	236.75
149.24	158.79	104.67
72.6	70.61	76.59
41.35	55.93	32.6
373.62	274.56	500.99
221.8	222.57	220.0
110.53	118.11	97.25
430.91	690.19	223.5
130.83	131.33	130.33
135.69	137.63	131.8
430.31	465.5	313.0
312.14	404.17	174.11
455.19	484.29	394.1
177.13	185.8	133.08
326.38	211.6	517.67
99.5	74.2	126.76
202.34	162.94	253.0
600.56	194.2	1108.5
262.85	289.22	224.78
298.87	299.44	296.66
813.19	670.55	1288.67
123.59	108.0	133.34
58.53	50.82	99.63
1306.16	1752.62	636.48
209.35	176.84	363.75
100.04	98.39	111.6
30.28	29.3	31.27
911.17	1131.78	249.33
989.8	1019.15	588.67
140.96	116.76	161.13
161.12	138.24	256.48
79.02	75.27	82.77
266.33	345.33	187.33
169.76	187.42	110.87
249.9	125.33	303.29
207.74	194.73	225.62
315.55	421.92	156.0
389.65	527.96	145.96
464.0	449.0	509.0
501.33	584.83	334.33
169.36	179.22	70.67
89.95	100.02	61.74
34.93	29.63	63.17
159.66	139.8	219.25
82.77	75.44	102.3
2209.81	249.73	6783.33
189.7	195.38	178.35
271.04	383.5	121.08
94.56	105.72	88.13
276.63	263.3	353.25
123.76	131.25	96.27
108.43	137.5	89.06
2567.25	4855.25	279.25
242.0	272.6	191.0
202.6	171.94	242.69
410.77	448.04	362.86
157.44	192.0	114.25
147.8	119.9	203.6
181.98	246.16	53.6
191.41	196.73	145.33
390.45	302.07	496.5
216.33	263.86	121.26
66.19	83.07	32.42
125.31	93.41	199.74
164.44	122.92	272.4
103.5	64.12	160.78
121.15	103.3	139.0
346.98	350.34	331.33
235.59	207.89	297.91
963.38	1578.66	143.0
157.45	180.62	95.63
182.28	151.38	217.61
94.22	145.4	8.93
177.87	183.11	164.76
6269.23	3506.86	9492.0
357.35	420.58	205.6
411.23	432.0	393.06
75.93	82.44	56.4
438.48	401.76	499.67
167.73	169.27	159.0
118.63	116.36	124.67
159.66	171.67	135.63
307.79	128.17	509.88
150.34	152.11	128.6
159.31	160.2	154.0
168.35	174.61	147.99
107.75	87.06	141.38
120.49	101.33	131.99
402.86	409.5	394.0
125.75	123.54	131.67
336.57	262.0	392.5
1086.0	1418.57	310.0
278.95	274.51	289.71
29.98	33.15	20.47
226.59	487.25	77.64
150.33	179.33	92.33
54.96	72.0	42.17
8234.5	6164.85	15133.33
220.43	169.83	352.0
564.0	365.75	828.33
184.2	157.4	211.0
364.92	542.12	81.38
60.79	65.98	45.19
52.41	62.23	35.23
232.56	160.66	448.25
176.49	106.9	350.45
301.85	335.24	274.03
536.54	601.44	435.12
245.71	228.33	258.75
192.4	207.29	157.67
422.38	520.17	292.0
111.85	83.16	159.67
89.97	152.5	27.44
171.66	184.21	83.75
163.96	171.12	160.38
51.47	39.91	71.7
170.17	184.22	113.99
162.95	167.22	83.18
168.75	104.87	381.67
47.97	36.54	59.4
156.22	153.21	165.27
53.08	47.31	68.45
143.11	159.78	115.33
173.43	77.25	301.67
160.86	30.25	335.0
263.98	345.7	135.56
2209.85	2805.61	422.58
128.52	93.5	170.55
235.44	293.15	181.86
94.0	95.67	92.33
146.77	121.88	264.98
214.54	42.32	421.2
251.32	279.75	245.0
105.36	127.19	76.26
846.98	835.71	867.45
222.11	163.75	268.8
414.87	395.52	434.22
105.8	117.5	74.6
167.3	201.14	48.86
79.86	75.17	105.2
130.86	129.55	134.61
924.83	1088.67	761.0
806.54	867.27	732.31
176.92	194.3	119.0
91.14	72.0	116.67
123.33	106.98	207.83
179.68	192.97	146.47
149.81	136.57	205.4
576.12	883.75	268.5
235.14	213.74	299.33
446.86	546.25	314.33
383.2	417.29	190.0
1553.62	936.17	1924.1
88.57	181.5	14.23
260.95	228.09	301.11
144.76	79.52	264.37
1260.85	1399.72	899.8
607.83	154.67	1061.0
136.59	137.49	133.2
175.17	136.67	213.67
608.96	671.86	394.35
93.31	96.94	85.15
152.79	137.85	190.13
92.73	176.15	32.07
231.08	204.3	271.25
142.78	190.0	83.75
1475.28	2465.5	287.02
311.63	409.76	136.41
8539.79	5584.57	30704.0
115.4	148.09	50.02
154.45	78.12	281.67
160.3	133.23	241.5
508.79	1105.0	111.32
612.75	301.25	1274.69
226.58	233.56	205.67
278.0	240.5	328.0
1292.11	173.67	3529.0
190.62	131.0	208.5
231.25	222.4	246.0
224.21	234.86	194.4
1091.67	925.67	1257.67
103.67	77.85	161.05
197.56	212.8	178.5
591.63	690.16	255.0
271.24	113.96	385.63
110.97	120.69	101.25
158.16	236.45	53.77
152.88	179.25	82.56
176.24	166.99	200.93
699.35	1029.7	121.25
233.0	189.0	266.0
117.55	108.6	125.02
130.55	134.66	127.47
181.38	221.4	114.67
174.05	201.42	112.45
199.98	233.9	53.0
234.01	249.87	126.95
447.88	82.06	1057.57
338.15	378.58	156.22
28.32	27.19	30.97
196.41	200.93	156.6
402.91	484.11	316.94
156.78	95.15	326.25
302.24	126.78	594.67
292.19	346.71	249.78
674.75	621.56	834.33
192.18	467.0	74.4
275.81	261.73	340.6
535.38	751.68	239.77
156.18	95.83	297.0
323.69	493.0	248.44
172.25	188.78	122.67
64.0	92.33	35.66
1648.36	1348.67	2008.0
1322.17	850.5	2265.5
1236.19	444.23	2028.14
1430.22	2476.6	122.25
89.35	93.28	65.13
251.8	241.68	265.3
110.11	109.54	112.97
233.21	251.55	166.0
214.64	290.0	114.17
288.52	137.78	476.95
136.16	94.93	153.83
123.88	122.0	125.0
348.58	370.86	220.45
212.57	342.0	115.5
159.76	142.06	197.37
30.92	24.41	87.33
294.62	263.6	346.33
89.47	81.14	101.96
1287.0	1323.17	1214.67
187.97	221.68	120.56
51.92	121.8	8.25
257.86	281.45	171.33
251.62	228.98	493.1
543.06	930.29	272.0
151.02	153.91	146.48
136.0	160.8	94.66
107.08	152.27	87.71
344.49	245.78	509.0
445.9	428.17	472.5
76.8	83.66	68.56
142.5	169.88	106.0
229.44	394.98	109.05
59.95	54.79	72.0
181.94	169.61	220.69
102.65	92.67	112.63
343.02	370.06	153.72
133.08	126.36	148.18
433.61	482.76	237.0
89.12	71.69	136.44
87.68	88.92	79.9
93.29	95.46	88.93
410.62	274.25	547.0
163.44	164.92	161.36
89.28	75.77	108.2
410.43	394.5	454.25
2356.98	2122.08	2944.25
132.69	130.2	136.0
183.53	211.6	143.43
380.43	430.0	291.2
159.2	187.75	140.17
551.53	554.67	544.0
166.27	165.67	167.0
207.92	221.77	159.44
350.93	344.63	357.23
219.7	221.5	217.0
140.58	112.99	175.07
157.6	232.55	113.88
123.95	12.9	235.0
201.7	277.83	125.57
372.5	282.64	687.0
254.52	196.04	336.4
220.75	231.67	214.2
216.39	291.67	103.47
211.55	181.6	236.5
347.91	325.14	387.75
391.08	433.89	255.5
145.0	114.75	185.33
158.07	146.88	187.18
187.25	189.59	178.67
165.07	189.6	116.0
126.86	128.5	124.67
93.37	78.58	113.1
193.14	250.76	135.52
149.12	130.4	180.33
301.99	175.11	447.0
129.44	179.22	79.66
706.11	72.78	1761.67
139.14	112.75	174.33
143.43	77.25	231.67
69.13	62.18	86.5
452.15	649.14	222.33
319.33	248.0	390.67
386.73	390.59	372.25
286.54	266.41	333.5
313.61	364.06	246.33
95.91	46.25	228.33
164.0	166.89	155.33
204.13	151.0	558.33
195.39	216.83	187.34
182.02	161.74	214.13
280.32	255.47	373.5
278.15	268.85	293.64
71.54	64.6	83.11
277.16	250.6	348.0
71.51	95.97	53.18
393.46	247.5	627.0
122.66	58.57	225.21
531.4	594.81	277.75
90.74	32.07	134.75
45.26	51.96	35.2
316.98	115.63	518.33
47.8	18.0	77.6
111.67	77.83	179.33
67.79	71.14	57.04
109.66	135.03	58.9
153.83	139.35	177.0
476.33	407.0	545.67
181.11	180.0	187.5
270.17	312.4	217.38
472.07	431.75	525.83
157.04	64.43	212.6
202.97	251.93	166.25
236.34	250.09	190.5
1943.61	2227.38	1021.35
