new_user_id	all_avg_price	first_seven_avg_price	last_three_avg_price
6251	175.75	211.28	69.17
6252	168.56	181.89	151.43
6253	110.70	112.54	108.86
6254	654.76	259.53	2334.50
6255	99.40	103.02	83.13
6256	96.79	91.94	121.00
6257	183.30	171.29	211.33
6258	177.74	158.11	248.40
6259	439.68	466.41	382.88
6260	136.01	152.00	130.30
6261	553.24	573.36	459.33
6262	1872.30	410.00	3334.60
6263	48.15	48.33	47.97
6264	154.15	143.50	166.58
6265	31295.00	1968.67	48890.80
6266	181.09	264.80	76.45
6267	444.12	519.29	378.35
6268	292.58	365.78	210.22
6269	116.16	139.35	69.78
6270	132.48	147.33	117.63
6271	209.42	219.43	132.67
6272	120.02	122.58	114.88
6273	184.86	179.33	189.00
6274	563.59	739.20	417.25
6275	1095.69	2722.50	138.74
6276	194.57	191.99	200.17
6277	144.62	117.22	185.72
6278	184.58	206.83	162.33
6279	258.56	352.80	140.75
6280	132.47	108.51	173.56
6281	318.64	320.38	314.00
6282	295.43	336.31	202.00
6283	569.65	601.33	436.60
6284	278.14	245.75	321.33
6285	187.33	26.77	307.75
6286	325.68	392.60	102.63
6287	285.00	394.00	139.67
6288	459.57	729.33	257.25
6289	277.58	266.53	301.51
6290	1533.33	226.67	2840.00
6291	466.50	275.00	658.00
6292	289.14	342.25	218.33
6293	120.49	120.71	120.14
6294	467.96	552.06	165.20
6295	537.99	630.68	306.25
6296	274.20	265.43	294.67
6297	225.70	215.63	233.25
6298	620.58	536.50	788.75
6299	466.94	492.00	341.67
6300	260.08	242.50	288.20
6301	293.76	394.69	176.00
6302	112.04	123.37	55.40
6303	472.86	582.40	290.30
6304	154.16	160.07	142.33
6305	352.20	388.75	206.00
6306	1200.38	1022.70	1496.50
6307	132.30	122.00	190.66
6308	140.22	129.67	145.50
6309	236.75	162.33	261.56
6310	83.72	81.78	84.88
6311	60.97	57.99	65.55
6312	430.32	194.20	823.87
6313	162.00	92.00	232.00
6314	215.00	190.60	239.40
6315	206.61	167.84	276.38
6316	117.05	164.76	57.42
6317	49.95	63.20	32.29
6318	743.08	529.00	838.22
6319	50.19	58.67	29.00
6320	188.60	321.25	55.95
6321	234.36	221.80	265.75
6322	113.14	130.50	69.75
6323	151.18	165.99	106.72
6324	49.14	51.94	46.81
6325	243.09	441.33	168.75
6326	158.57	210.00	90.00
6327	126.96	126.24	129.60
6328	262.00	325.00	198.99
6329	217.22	250.00	176.25
6330	374.33	404.63	259.20
6331	906.31	807.50	991.00
6332	303.89	312.40	293.25
6333	1454.81	616.79	3340.35
6334	110.65	113.30	107.65
6335	446.68	533.80	316.00
6336	212.54	210.55	214.53
6337	324.58	384.78	144.00
6338	134.00	105.67	162.33
6339	341.15	361.20	287.17
6340	367.40	399.82	107.97
6341	496.38	624.00	368.75
6342	107.08	83.56	160.00
6343	162.72	151.98	170.40
6344	188.76	204.00	158.27
6345	149.57	105.50	208.33
6346	59.10	71.24	27.87
6347	70.60	59.19	127.67
6348	274.80	422.40	28.80
6349	282.65	326.06	109.00
6350	143.22	136.83	163.11
6351	267.16	278.38	237.27
6352	157.00	178.88	100.76
6353	90.35	28.38	172.99
6354	161.79	161.09	164.33
6355	288.25	388.33	228.20
6356	125.33	126.86	120.18
6357	129.99	118.18	146.86
6358	86.17	147.75	50.98
6359	239.25	211.60	285.33
6360	182.40	222.70	128.67
6361	933.00	1004.00	814.67
6362	189.73	232.91	126.23
6363	348.91	335.82	386.00
6364	129.65	148.35	92.25
6365	375.57	413.33	337.80
6366	72.03	58.95	124.33
6367	327.44	318.50	345.33
6368	358.71	359.87	355.83
6369	250.13	232.44	290.57
6370	373.52	344.55	402.50
6371	236.97	292.76	51.03
6372	206.23	247.44	113.50
6373	252.81	274.44	216.04
6374	288.34	449.00	74.13
6375	79.02	75.75	95.35
6376	216.44	194.30	253.33
6377	196.84	184.25	222.02
6378	829.69	127.40	1321.29
6379	120.45	53.99	297.67
6380	63.76	58.48	70.29
6381	187.27	148.00	209.71
6382	66.33	76.18	30.20
6383	102.08	91.00	135.33
6384	205.92	233.78	143.25
6385	400.70	418.60	367.12
6386	188.58	186.55	198.75
6387	79.00	99.49	58.52
6388	296.89	360.56	233.22
6389	192.07	215.57	150.95
6390	220.38	198.00	233.80
6391	347.93	101.13	759.27
6392	232.18	307.00	187.28
6393	180.57	147.69	220.76
6394	122.47	97.64	188.67
6395	251.50	271.75	224.50
6396	123.42	134.47	103.17
6397	186.00	198.00	169.20
6398	146.27	172.69	104.00
6399	176.95	209.96	121.93
6400	196.43	224.94	75.25
6401	177.90	153.67	214.25
6402	297.52	344.39	203.78
6403	190.62	145.31	308.42
6404	266.70	170.72	394.67
6405	274.09	297.62	211.33
6406	348.26	467.11	80.86
6407	187.78	257.55	135.45
6408	93.78	98.94	84.93
6409	350.85	331.05	387.17
6410	105.60	88.70	122.50
6411	287.67	245.00	330.33
6412	63.80	75.72	39.96
6413	101.54	92.26	134.00
6414	391.38	417.30	305.00
6415	601.94	776.75	427.12
6416	95.14	93.41	100.33
6417	57.86	70.80	36.30
6418	260.90	198.44	363.09
6419	166.45	181.37	121.67
6420	82.50	67.70	107.17
6421	64.83	72.37	55.78
6422	3235.78	4436.83	833.67
6423	297.91	261.42	337.73
6424	423.46	481.90	228.67
6425	36.85	35.90	38.40
6426	205.43	56.26	354.60
6427	312.78	331.00	290.00
6428	270.55	397.00	118.80
6429	157.22	161.67	155.00
6430	162.54	172.38	142.88
6431	151.22	117.97	184.47
6432	139.04	157.44	111.43
6433	201.54	154.84	223.33
6434	197.76	236.83	119.60
6435	484.50	478.17	494.00
6436	134.75	136.53	128.95
6437	289.66	335.36	185.21
6438	111.62	122.80	93.00
6439	258.13	253.43	265.18
6440	80.78	74.45	93.45
6441	349.15	370.29	324.50
6442	74.20	41.75	130.97
6443	94.56	81.31	120.32
6444	236.68	165.52	462.01
6445	235.55	236.93	232.33
6446	125.45	92.30	150.31
6447	204.69	211.82	189.00
6448	220.09	259.00	197.86
6449	49.98	54.00	43.27
6450	535.13	225.67	999.33
6451	328.64	361.00	187.09
6452	203.61	245.78	168.47
6453	89.97	100.19	51.65
6454	34.34	38.93	30.89
6455	211.99	262.00	128.63
6456	59.37	57.80	64.22
6457	934.79	1238.56	388.00
6458	2369.54	2537.40	2103.77
6459	463.91	559.50	209.00
6460	102.90	77.87	169.65
6461	280.47	267.61	336.17
6462	249.67	76.00	423.33
6463	219.07	253.29	105.00
6464	114.98	137.77	69.40
6465	401.80	522.17	221.25
6466	194.99	186.00	206.22
6467	73.09	83.00	63.18
6468	450.68	278.36	726.40
6469	142.99	177.80	84.97
6470	146.61	130.15	187.75
6471	80.00	86.39	66.41
6472	138.83	141.10	136.00
6473	375.71	383.50	365.33
6474	948.81	1196.75	287.63
6475	95.69	93.04	103.87
6476	244.72	298.20	191.25
6477	159.43	195.38	99.50
6478	59.37	86.00	23.87
6479	115.82	114.82	117.68
6480	119.78	113.28	131.83
6481	101.61	61.39	202.17
6482	217.11	181.17	277.00
6483	234.40	231.73	241.75
6484	327.38	208.76	683.25
6485	148.22	138.00	161.00
6486	273.43	225.19	327.23
6487	434.01	356.47	550.32
6488	194.91	186.90	230.95
6489	535.50	828.67	242.33
6490	298.05	423.82	46.50
6491	195.67	190.25	206.50
6492	344.50	411.94	164.67
6493	2104.66	1995.12	2279.92
6494	50.37	32.77	75.00
6495	133.86	148.25	114.66
6496	62.04	60.88	69.33
6497	257.92	239.45	288.71
6498	244.18	240.57	250.50
6499	171.91	224.30	154.44
6500	86.55	91.17	81.92
6501	145.71	126.75	171.00
6502	135.44	128.25	141.20
6503	130.72	151.28	58.76
6504	217.88	215.05	225.80
6505	3718.19	3559.67	3876.71
6506	231.38	324.76	126.34
6507	114.25	84.33	132.20
6508	403.23	450.25	328.00
6509	172.00	147.17	209.25
6510	116.16	111.44	124.25
6511	240.00	264.54	176.20
6512	205.65	299.33	111.97
6513	206.70	190.14	245.33
6514	218.33	271.67	165.00
6515	295.25	439.28	122.40
6516	76.11	66.08	96.16
6517	248.05	258.99	226.17
6518	225.11	390.71	119.73
6519	109.00	139.00	85.00
6520	163.17	225.39	99.50
6521	333.86	200.50	511.67
6522	87.00	137.50	26.40
6523	62.39	95.45	18.30
6524	194.82	215.75	139.00
6525	260.11	265.80	253.00
6526	142.79	126.50	187.61
6527	3098.10	1245.57	7420.67
6528	205.50	179.80	248.33
6529	43.03	47.08	37.98
6530	305.57	293.50	321.67
6531	306.89	184.40	460.00
6532	243.94	202.81	379.65
6533	381.72	545.33	27.23
6534	105.28	112.50	94.45
6535	1771.77	2289.94	541.12
6536	65.10	69.92	58.80
6537	688.90	57.23	1049.86
6538	211.30	285.28	88.00
6539	810.26	856.00	682.20
6540	237.22	213.69	315.67
6541	689.33	902.00	264.00
6542	210.86	231.25	183.67
6543	179.15	182.25	168.83
6544	413.09	217.12	525.07
6545	300.49	396.65	204.33
6546	182.37	137.84	206.65
6547	144.69	96.18	227.86
6548	182.07	240.79	35.26
6549	230.38	252.43	186.29
6550	53.39	47.52	65.13
6551	44.83	69.70	24.94
6552	159.62	186.57	128.17
6553	107.34	114.40	63.25
6554	117.12	78.40	181.67
6555	282.76	280.21	284.71
6556	183.52	206.92	127.38
6557	593.38	679.25	507.50
6558	239.82	256.60	225.83
6559	520.64	525.50	517.86
6560	167.33	132.27	216.40
6561	124.00	127.40	111.25
6562	326.57	326.75	326.33
6563	73.36	65.05	88.12
6564	204.87	190.63	226.22
6565	179.61	186.64	165.56
6566	253.55	292.60	221.00
6567	268.53	281.52	236.78
6568	357.69	409.25	311.86
6569	231.76	301.01	107.12
6570	266.99	282.72	223.72
6571	311.61	345.50	284.50
6572	96.93	84.12	113.99
6573	300.04	332.27	191.25
6574	108.27	106.36	114.67
6575	409.65	420.42	377.33
6576	347.36	396.18	266.00
6577	295.90	446.15	175.70
6578	359.78	378.14	346.93
6579	117.31	92.81	147.94
6580	126.83	164.98	80.21
6581	235.56	268.20	194.75
6582	425.67	453.40	391.00
6583	98.97	73.20	117.37
6584	843.29	1231.50	325.67
6585	753.67	1231.67	275.67
6586	149.74	153.13	131.67
6587	186.99	173.41	218.67
6588	108.44	104.39	115.86
6589	298.25	262.70	333.80
6590	255.44	287.33	159.75
6591	74.61	76.34	70.11
6592	317.80	154.96	860.60
6593	99.52	147.43	43.63
6594	925.20	447.00	1403.40
6595	129.70	45.80	213.60
6596	100.50	110.20	90.80
6597	684.70	675.33	712.80
6598	318.88	192.00	395.00
6599	1018.45	1095.00	890.87
6600	81.54	33.79	148.40
6601	203.38	213.02	170.60
6602	882.61	569.82	1169.33
6603	166.79	213.67	96.47
6604	129.64	154.78	98.22
6605	149.42	122.56	355.33
6606	207.39	236.33	120.60
6607	175.77	54.25	621.32
6608	200.98	186.23	259.97
6609	207.56	186.80	233.50
6610	189.05	191.00	178.00
6611	111.36	99.38	131.33
6612	305.76	301.92	315.00
6613	39.66	27.97	66.93
6614	281.08	266.50	304.40
6615	92.62	88.51	99.18
6616	358.68	358.79	358.33
6617	301.22	272.67	358.33
6618	449.45	436.56	501.00
6619	133.86	155.00	118.00
6620	246.82	236.83	263.96
6621	1999.65	3348.25	1100.58
6622	186.24	82.17	436.00
6623	151.67	72.00	231.33
6624	194.04	224.85	169.40
6625	273.77	254.78	321.25
6626	205.50	282.33	128.67
6627	310.54	328.00	176.72
6628	332.18	301.68	431.80
6629	207.65	206.47	212.00
6630	202.76	171.10	241.44
6631	93.54	116.56	47.50
6632	104.43	84.25	131.33
6633	265.41	248.63	312.38
6634	348.00	157.20	666.00
6635	320.40	341.14	272.00
6636	189.62	211.65	156.56
6637	327.32	273.80	407.60
6638	160.32	161.84	150.66
6639	3255.14	4237.19	112.60
6640	169.32	109.47	217.20
6641	381.13	358.58	471.33
6642	108.86	115.36	97.16
6643	268.10	250.94	365.33
6644	68.56	42.46	94.67
6645	333.48	265.17	464.85
6646	87.59	97.65	72.50
6647	213.67	269.50	102.00
6648	283.22	285.33	279.00
6649	87.75	96.90	55.73
6650	257.13	177.31	315.18
6651	413.67	473.33	234.67
6652	178.38	189.50	141.33
6653	273.27	202.62	461.67
6654	107.75	142.00	73.50
6655	158.82	12.32	403.00
6656	259.37	498.71	107.05
6657	236.59	159.43	352.33
6658	262.93	273.91	220.83
6659	434.18	335.57	606.75
6660	751.43	1401.40	251.46
6661	112.82	130.00	82.75
6662	706.85	910.56	177.20
6663	250.71	248.25	254.00
6664	184.73	108.12	261.33
6665	89.28	103.24	56.71
6666	116.18	102.50	132.60
6667	220.17	182.22	277.10
6668	183.13	153.64	271.60
6669	197.46	280.62	123.53
6670	298.00	310.25	281.67
6671	46.67	52.65	30.73
6672	48.30	47.12	57.00
6673	48.63	33.97	63.30
6674	174.88	242.36	65.22
6675	175.26	182.17	166.98
6676	211.94	210.00	221.67
6677	536.37	740.61	264.04
6678	358.08	298.57	441.40
6679	1568.14	717.67	2206.00
6680	365.25	286.22	602.33
6681	372.29	444.00	193.00
6682	348.68	335.00	358.94
6683	1019.77	940.84	1151.33
6684	822.02	1104.62	209.74
6685	574.25	602.73	511.60
6686	205.24	177.58	362.00
6687	268.23	367.50	109.40
6688	186.46	178.39	209.33
6689	503.25	563.40	403.00
6690	263.25	186.40	391.33
6691	250.11	157.33	296.50
6692	106.11	64.87	202.33
6693	106.56	57.38	125.68
6694	232.50	297.33	167.67
6695	40.31	25.74	118.00
6696	163.62	154.50	172.75
6697	264.29	303.75	211.67
6698	1138.10	1495.59	637.60
6699	178.33	225.75	140.40
6700	54.10	67.90	43.75
6701	447.18	624.42	92.71
6702	269.12	300.95	102.00
6703	345.39	362.17	311.83
6704	579.00	1175.67	221.00
6705	228.47	223.21	253.00
6706	259.13	242.56	273.62
6707	353.07	409.50	296.65
6708	208.45	194.25	247.50
6709	256.12	275.80	223.33
6710	260.09	278.61	200.80
6711	208.09	186.50	265.67
6712	182.71	231.56	97.22
6713	125.15	154.67	95.63
6714	110.56	154.60	55.50
6715	229.68	123.69	477.00
6716	108.25	84.72	121.70
6717	80.76	59.23	106.60
6718	168.73	177.25	134.67
6719	64.93	75.78	28.06
6720	150.37	156.68	146.43
6721	320.08	325.71	308.29
6722	231.87	265.25	198.50
6723	491.41	589.63	417.75
6724	291.73	251.86	361.50
6725	125.03	133.32	105.13
6726	305.55	295.25	333.00
6727	588.89	902.10	240.89
6728	1208.07	606.77	2711.33
6729	170.44	176.13	160.50
6730	311.92	256.50	422.75
6731	61.88	33.02	90.72
6732	161.90	206.00	134.77
6733	463.57	286.00	700.33
6734	143.20	155.66	107.07
6735	939.46	978.11	852.50
6736	88.93	107.77	55.95
6737	234.22	257.25	73.00
6738	382.34	549.08	132.22
6739	157.83	127.27	210.21
6740	440.78	546.83	228.67
6741	65.32	81.66	55.51
6742	124.43	127.50	120.33
6743	11.87	8.68	16.13
6744	227.04	233.95	217.00
6745	64.65	72.67	56.63
6746	277.55	254.40	547.67
6747	38.66	41.09	28.93
6748	65.44	72.91	51.85
6749	96.15	85.93	111.47
6750	1100.79	1271.21	646.33
6751	92.57	122.20	53.07
6752	491.56	501.50	471.67
6753	117.60	131.23	67.66
6754	292.00	312.67	230.00
6755	2490.74	3293.92	81.22
6756	64.08	89.20	38.97
6757	101.81	86.48	136.85
6758	104.18	48.27	132.13
6759	307.56	265.70	475.00
6760	169.18	176.85	143.99
6761	261.82	288.00	176.75
6762	519.71	559.25	467.00
6763	102.60	116.91	63.24
6764	278.63	263.95	308.00
6765	2291.26	3060.63	175.50
6766	185.85	213.71	130.15
6767	288.27	128.33	480.20
6768	391.75	389.17	393.30
6769	82.85	22.35	117.43
6770	78.16	49.17	141.94
6771	254.80	205.67	303.94
6772	237.03	245.71	216.78
6773	271.85	384.67	238.00
6774	240.20	378.00	181.14
6775	884.58	1186.02	55.63
6776	247.50	172.47	557.00
6777	75.49	64.20	84.52
6778	321.88	334.08	285.25
6779	145.05	141.80	162.18
6780	800.58	1031.75	338.25
6781	242.95	279.21	158.33
6782	86.45	88.45	84.45
6783	216.45	222.18	184.00
6784	233.46	130.92	336.00
6785	156.24	110.40	225.00
6786	222.33	208.33	236.33
6787	260.62	260.20	261.33
6788	106.08	136.78	67.70
6789	88.12	85.85	104.00
6790	122.07	92.68	173.50
6791	745.52	601.03	986.33
6792	10807.51	13276.52	1711.16
6793	387.93	338.50	420.89
6794	163.44	164.20	162.50
6795	605.40	368.40	842.40
6796	476.18	345.00	532.40
6797	535.82	498.50	547.31
6798	261.75	283.00	249.00
6799	103.19	115.90	90.47
6800	246.72	246.11	249.14
6801	530.49	550.01	498.55
6802	188.62	272.99	48.00
6803	42.37	45.85	37.72
6804	117.47	105.57	124.42
6805	94.31	99.78	80.24
6806	192.51	139.90	234.60
6807	75.14	68.33	80.25
6808	120.85	156.56	40.50
6809	76.50	13.06	139.93
6810	91.17	77.11	133.33
6811	182.75	180.25	190.25
6812	352.94	13.69	777.00
6813	127.89	261.29	27.85
6814	370.67	222.00	519.33
6815	203.37	242.61	103.09
6816	84.32	81.70	92.20
6817	1424.17	1949.24	24.00
6818	75.36	53.31	113.95
6819	219.06	223.08	208.60
6820	272.00	182.67	361.33
6821	91.10	87.57	99.33
6822	177.46	147.75	225.00
6823	329.00	224.25	468.67
6824	265.99	265.69	266.60
6825	153.68	152.66	155.52
6826	75.55	81.62	69.48
6827	119.53	96.25	128.85
6828	187.68	216.69	98.22
6829	1444.83	1035.56	2672.67
6830	76.71	111.10	33.72
6831	395.39	725.00	106.97
6832	74.43	76.08	71.80
6833	120.55	113.36	137.33
6834	188.15	176.12	208.77
6835	111.68	78.69	184.98
6836	213.80	189.60	238.00
6837	189.00	179.67	207.67
6838	106.16	110.04	89.33
6839	330.62	356.20	245.33
6840	169.98	164.02	217.67
6841	367.05	373.05	352.06
6842	187.54	165.83	199.23
6843	69.33	60.97	79.38
6844	271.60	255.00	296.50
6845	143.48	151.04	137.71
6846	46.78	41.86	73.51
6847	212.80	247.71	131.33
6848	174.88	155.45	272.00
6849	71.90	69.91	77.86
6850	240.38	266.78	180.99
6851	178.00	192.62	138.99
6852	135.67	121.47	206.67
6853	733.53	971.29	79.67
6854	247.07	217.77	325.64
6855	172.36	142.83	207.80
6856	262.48	271.00	253.96
6857	242.65	240.62	250.43
6858	54.22	66.88	36.13
6859	200.66	146.01	255.30
6860	230.53	224.60	246.33
6861	181.24	245.98	73.33
6862	50.32	57.30	45.95
6863	167.06	211.68	95.67
6864	161.56	192.17	100.33
6865	49.83	39.91	74.62
6866	343.14	467.56	156.52
6867	241.57	280.25	190.00
6868	266.00	261.40	273.67
6869	707.94	656.19	815.14
6870	273.75	301.00	228.33
6871	309.48	329.08	191.83
6872	169.38	165.88	175.00
6873	233.71	276.64	40.50
6874	220.76	156.00	269.32
6875	210.87	236.04	191.99
6876	129.88	158.78	95.20
6877	143.44	174.60	104.50
6878	826.67	1308.67	344.67
6879	285.25	332.47	105.80
6880	182.14	166.75	202.67
6881	82.69	31.75	116.65
6882	192.16	150.08	276.33
6883	1648.67	798.50	2498.83
6884	216.48	374.63	58.32
6885	98.38	80.60	128.00
6886	1588.91	1590.92	1583.88
6887	238.86	172.63	371.30
6888	565.29	661.75	436.67
6889	448.72	575.89	152.00
6890	472.25	510.40	408.67
6891	156.12	169.00	134.67
6892	279.25	332.40	190.67
6893	2068.92	3871.02	266.82
6894	5161.85	4072.79	7495.57
6895	117.00	134.00	100.00
6896	216.67	212.33	238.33
6897	114.16	117.62	107.24
6898	252.00	270.60	228.75
6899	478.50	482.75	474.25
6900	102.09	99.74	106.00
6901	127.70	130.31	125.50
6902	140.50	119.50	161.50
6903	60.13	69.80	27.90
6904	389.86	318.25	485.33
6905	289.39	304.51	248.05
6906	94.51	94.88	92.50
6907	216.87	122.63	230.33
6908	825.25	890.38	369.33
6909	341.33	305.12	371.50
6910	109.49	95.00	123.97
6911	345.16	392.69	308.95
6912	199.58	54.73	344.43
6913	236.33	153.33	319.33
6914	186.59	190.53	161.67
6915	71.29	43.00	92.50
6916	424.71	382.75	480.67
6917	145.36	148.37	132.33
6918	58.75	60.18	56.60
6919	251.45	247.38	254.17
6920	793.94	328.64	1817.60
6921	122.59	132.71	98.97
6922	254.56	149.50	324.60
6923	141.40	175.72	27.00
6924	306.29	313.52	255.67
6925	102.14	91.20	117.77
6926	295.40	244.12	346.67
6927	599.49	666.69	300.83
6928	473.43	558.72	371.08
6929	99.65	91.27	118.08
6930	75.21	55.90	109.00
6931	277.37	135.58	365.99
6932	3519.17	2400.00	4638.33
6933	383.60	89.53	677.67
6934	161.37	119.43	215.29
6935	193.41	261.25	102.97
6936	174.74	156.11	212.00
6937	317.83	277.33	358.33
6938	151.32	166.11	141.08
6939	347.78	377.85	269.60
6940	121.85	142.89	99.26
6941	91.07	89.25	100.20
6942	361.27	435.43	231.50
6943	242.49	243.77	238.67
6944	380.15	598.30	162.00
6945	247.44	257.00	239.80
6946	369.70	372.43	363.33
6947	190.14	221.12	84.80
6948	744.45	419.58	1015.17
6949	192.64	200.17	161.00
6950	106.07	120.66	86.62
6951	294.94	310.60	268.83
6952	194.38	187.51	266.50
6953	1361.50	59.33	2142.80
6954	278.50	362.71	194.29
6955	352.71	356.83	349.62
6956	59.65	118.91	6.33
6957	173.59	179.63	151.97
6958	704.64	958.33	269.74
6959	123.78	87.40	169.25
6960	187.17	165.67	208.67
6961	204.25	120.00	288.50
6962	539.49	777.60	63.26
6963	291.67	321.67	201.67
6964	94.56	90.90	99.68
6965	1019.00	1519.29	143.50
6966	213.71	178.67	240.00
6967	428.88	501.00	308.67
6968	380.38	324.40	415.38
6969	265.76	277.99	238.25
6970	585.61	630.70	456.00
6971	266.12	248.33	311.86
6972	169.58	180.12	148.48
6973	176.98	118.05	471.67
6974	116.90	125.88	89.97
6975	378.11	268.00	433.17
6976	168.25	213.71	104.60
6977	226.30	211.29	346.33
6978	448.35	678.83	171.78
6979	831.75	219.50	1094.14
6980	399.71	420.50	372.00
6981	119.66	118.50	126.00
6982	3852.66	5590.33	377.33
6983	295.14	380.25	181.67
6984	295.17	238.67	314.00
6985	175.88	180.98	165.67
6986	780.88	324.07	1504.17
6987	271.04	159.31	356.49
6988	127.53	128.16	125.00
6989	73.80	71.09	94.52
6990	191.33	156.05	308.93
6991	107.78	106.70	108.50
6992	353.42	410.33	296.50
6993	146.59	144.99	151.00
6994	1433.29	233.25	3033.33
6995	87.52	115.63	66.91
6996	151.34	107.53	326.60
6997	297.15	352.86	232.17
6998	94.30	92.46	96.37
6999	997.09	971.50	1027.80
7000	171.41	176.12	162.35
7001	203.53	137.69	256.20
7002	247.00	248.45	244.33
7003	36.30	49.20	19.10
7004	194.14	99.64	302.14
7005	135.71	109.34	179.67
7006	286.91	305.60	271.33
7007	107.37	154.80	50.46
7008	98.77	107.74	34.91
7009	474.79	183.92	765.67
7010	241.86	204.38	361.80
7011	254.00	260.88	235.67
7012	399.23	215.00	557.14
7013	558.00	708.00	348.00
7014	143.83	107.00	180.67
7015	184.50	254.00	68.67
7016	162.32	182.20	151.85
7017	195.84	181.64	247.90
7018	212.54	215.50	211.56
7019	146.50	154.17	129.25
7020	455.99	621.11	191.80
7021	2009.44	692.67	2887.29
7022	117.59	137.84	70.33
7023	145.81	90.92	241.86
7024	450.54	441.46	484.16
7025	189.45	226.49	130.18
7026	262.25	109.67	353.80
7027	108.44	91.33	142.66
7028	317.08	366.25	218.75
7029	193.92	288.33	99.50
7030	357.78	676.50	102.80
7031	260.89	305.83	171.00
7032	165.46	212.11	56.60
7033	324.14	262.00	370.75
7034	274.88	124.33	365.20
7035	611.64	229.50	754.94
7036	361.84	340.33	428.50
7037	468.69	527.20	273.67
7038	153.97	125.20	192.33
7039	969.62	658.00	1489.00
7040	62.49	43.84	124.67
7041	46.38	61.74	10.53
7042	355.53	353.00	365.67
7043	706.91	782.46	354.33
7044	210.56	247.83	136.00
7045	258.39	321.20	101.35
7046	107.17	74.20	162.13
7047	257.00	279.27	145.67
7048	42.44	38.91	50.67
7049	1486.55	4257.23	101.21
7050	104.60	77.08	139.00
7051	228.82	228.03	229.84
7052	271.28	89.09	483.83
7053	130.38	139.53	102.93
7054	338.60	205.20	472.00
7055	480.69	496.69	262.00
7056	565.56	546.00	590.00
7057	160.37	137.64	218.44
7058	929.62	1278.80	347.67
7059	318.29	331.67	308.25
7060	219.14	164.00	260.50
7061	139.73	167.23	89.33
7062	100.50	71.50	122.25
7063	110.06	84.17	181.25
7064	104.00	117.20	82.00
7065	662.78	584.50	725.40
7066	306.56	262.83	394.00
7067	264.32	262.01	283.28
7068	175.50	162.25	188.75
7069	336.95	310.27	433.00
7070	232.88	273.40	138.33
7071	211.10	119.67	333.00
7072	111.29	113.51	104.63
7073	215.57	281.33	166.25
7074	810.30	976.57	422.33
7075	270.25	322.70	123.40
7076	228.42	204.45	310.57
7077	144.95	120.27	194.31
7078	89.55	116.60	80.53
7079	93.60	107.11	68.28
7080	270.63	155.33	385.93
7081	125.20	67.25	171.56
7082	317.92	315.38	323.00
7083	1913.92	2227.47	111.00
7084	255.20	361.80	148.60
7085	393.00	270.50	447.44
7086	40.69	63.67	23.45
7087	155.72	144.27	173.53
7088	77.85	28.30	127.40
7089	152.59	177.15	95.27
7090	423.17	302.88	904.35
7091	50.75	99.18	2.31
7092	165.10	96.96	278.67
7093	15.73	18.99	12.47
7094	128.47	37.60	183.00
7095	202.82	29.53	332.79
7096	54.27	61.73	35.63
7097	211.91	161.13	328.00
7098	540.98	591.97	422.00
7099	537.72	429.23	1232.00
7100	98.20	129.20	59.45
7101	236.13	198.60	273.67
7102	39.13	40.94	37.32
7103	110.85	130.50	84.67
7104	174.15	195.00	140.80
7105	137.63	137.12	139.66
7106	288.48	308.57	188.00
7107	304.14	349.82	228.00
7108	174.92	163.78	210.58
7109	128.67	89.67	232.67
7110	249.02	288.86	129.50
7111	83.04	63.81	97.99
7112	266.44	265.33	269.75
7113	376.18	195.45	707.50
7114	148.49	149.57	147.19
7115	150.53	161.75	120.60
7116	291.13	253.28	480.40
7117	359.98	402.76	210.25
7118	150.42	187.56	117.00
7119	81.38	15.17	147.60
7120	455.17	259.21	811.45
7121	542.08	563.25	508.20
7122	310.03	369.78	130.77
7123	364.00	415.83	260.33
7124	98.36	68.88	157.33
7125	133.78	129.70	144.80
7126	107.75	148.00	67.50
7127	123.33	136.54	100.69
7128	121.62	117.84	128.25
7129	277.56	292.89	243.06
7130	132.55	137.41	116.00
7131	402.44	422.20	377.75
7132	953.22	86.00	1647.00
7133	4811.80	6287.43	1368.67
7134	429.64	933.79	127.15
7135	156.07	204.77	87.90
7136	153.52	100.89	276.33
7137	303.70	402.14	74.00
7138	641.58	633.78	664.75
7139	531.73	538.42	505.00
7140	118.04	184.85	87.67
7141	16.11	22.84	10.22
7142	140.77	89.65	243.00
7143	84.57	68.90	112.78
7144	260.07	78.37	502.33
7145	555.42	505.56	705.00
7146	291.07	312.51	249.12
7147	266.64	276.00	255.40
7148	213.71	163.31	292.11
7149	170.40	150.23	230.91
7150	245.67	262.22	220.83
7151	167.84	172.31	159.80
7152	447.33	371.20	542.50
7153	703.67	369.00	942.71
7154	581.42	599.96	544.33
7155	150.84	129.94	267.32
7156	140.50	120.78	185.56
7157	132.05	142.90	118.86
7158	166.81	104.29	338.75
7159	151.75	176.45	61.20
7160	269.86	148.10	452.50
7161	313.42	387.65	90.72
7162	106.80	102.70	109.99
7163	67.63	33.02	125.33
7164	75.82	60.60	97.12
7165	927.03	641.95	1497.20
7166	223.00	187.20	267.75
7167	236.94	266.54	181.99
7168	28.41	21.05	39.47
7169	138.84	130.91	194.35
7170	460.46	884.98	318.96
7171	2561.51	1257.27	3865.75
7172	194.31	197.47	188.00
7173	117.12	94.62	181.41
