all_avg_price	period_avg_price
149.62	159.31
100.37	124.21
40.98	47.33
568.89	388.79
35.47	8.17
620.56	822.00
283.29	382.00
159.00	160.75
176.69	165.80
114.01	133.97
95.14	60.11
470.90	734.00
241.33	304.67
79.95	86.89
424.38	433.80
285.38	278.98
33.28	31.33
418.80	447.56
383.67	281.25
142.66	187.00
345.75	248.30
147.64	157.50
147.66	171.52
83.35	75.00
115.98	96.25
184.63	168.67
814.86	641.75
222.85	284.25
1133.43	974.29
130.75	213.66
187.06	172.72
1028.67	1386.00
61.65	45.32
190.72	218.67
1114.43	1658.00
203.09	194.91
192.83	315.20
203.40	133.65
276.61	237.86
165.25	125.57
242.79	247.77
167.85	170.91
249.89	234.67
117.76	123.81
329.19	362.60
126.95	128.56
111.50	130.67
215.63	213.25
46.04	46.35
116.98	104.47
158.63	172.71
559.80	635.75
239.81	272.60
141.68	84.08
122.38	118.84
123.20	145.40
245.75	370.50
6163.60	6590.86
571.12	570.40
215.62	50.67
62.40	28.33
110.05	95.70
134.64	136.60
266.82	278.90
176.35	193.75
88.46	58.40
112.71	121.64
219.71	210.50
241.00	127.50
369.67	454.86
126.34	127.87
176.33	131.50
228.95	240.04
122.63	160.67
109.11	97.40
90.91	97.97
1473.67	343.60
212.77	261.48
619.93	521.71
200.58	266.33
167.86	156.96
91.60	83.07
65.46	115.44
245.50	154.33
196.38	218.57
276.50	261.56
310.84	303.11
350.94	410.69
91.42	95.57
187.98	220.54
142.91	133.10
582.69	704.29
24.54	18.22
72.90	53.38
177.53	166.75
223.89	224.45
212.94	254.88
336.47	315.88
126.65	135.59
297.08	353.50
332.30	264.14
175.42	187.82
304.61	312.68
182.00	220.00
193.13	159.52
310.67	264.67
147.53	130.54
263.20	181.14
764.50	725.86
138.31	124.08
150.55	140.33
237.88	279.80
327.09	114.33
91.88	116.98
124.16	125.98
290.68	267.33
296.94	294.64
1593.16	2103.07
325.15	355.97
69.24	70.68
225.25	236.10
210.06	232.31
310.52	322.27
368.31	313.19
180.63	192.33
129.81	127.34
195.18	149.10
6058.67	1198.00
275.50	218.20
185.42	177.66
124.61	99.69
139.35	55.96
337.33	302.33
278.43	331.67
53.27	67.42
562.59	239.12
115.42	101.88
339.00	465.00
99.39	120.40
272.97	303.42
142.40	158.56
58.51	67.03
254.41	293.22
955.72	931.58
421.25	487.75
289.40	278.00
327.67	268.67
461.90	430.80
33.97	34.35
355.06	379.45
157.50	164.33
181.58	134.60
105.26	98.24
268.29	264.53
125.36	122.43
286.47	286.30
331.12	304.00
56.94	59.49
121.47	95.24
592.38	602.50
222.29	210.00
362.25	288.40
291.68	338.61
6.83	4.07
341.56	354.67
163.50	189.67
79.54	99.94
259.39	115.33
175.58	182.67
131.22	108.33
183.89	240.75
123.66	124.34
208.29	233.00
196.74	179.40
335.06	312.08
404.55	413.79
254.83	257.26
231.50	174.33
332.07	365.30
2650.20	2621.42
1083.54	805.85
245.71	211.36
156.19	168.70
594.62	660.60
239.24	227.70
141.88	130.97
322.40	305.50
146.81	141.63
135.46	143.40
42.32	50.87
193.20	115.26
304.25	289.86
930.32	585.16
106.27	154.51
2750.77	1221.18
694.48	641.50
596.71	620.60
66.20	68.96
309.16	253.43
122.83	121.39
328.02	398.90
237.06	217.93
142.25	156.29
127.95	4.95
170.43	160.73
68.90	39.24
269.70	254.31
110.11	178.80
147.58	129.46
246.83	246.93
63.12	61.85
322.77	96.50
563.91	818.00
245.50	223.12
86.59	107.06
173.71	183.31
46.20	55.92
168.56	173.75
180.62	210.00
69.30	57.55
440.15	721.67
250.58	242.10
380.19	241.88
98.99	78.47
244.71	250.23
178.50	189.80
172.73	185.31
67.29	72.14
270.17	146.00
258.45	325.43
283.27	236.80
155.10	98.48
253.41	289.08
148.78	152.38
311.54	301.80
200.06	181.64
305.50	284.00
450.73	459.43
311.00	285.50
186.71	304.67
247.18	249.04
462.64	410.12
126.79	128.22
244.38	291.80
47.78	31.25
1510.00	2256.00
215.83	227.34
374.08	488.71
138.10	165.60
207.34	192.89
843.67	1104.77
109.22	59.00
181.39	145.82
286.89	306.50
170.36	136.68
154.40	92.71
184.06	258.00
135.00	131.00
75.37	74.40
126.56	135.87
80.66	55.90
597.18	631.43
155.88	172.20
151.91	146.54
578.08	596.57
200.98	176.06
155.26	118.93
187.71	185.70
238.56	159.50
28.00	20.68
186.50	165.66
214.40	223.90
22.14	19.73
172.46	178.22
207.64	258.19
176.32	133.50
274.04	180.06
161.50	159.83
849.68	923.90
214.14	187.43
82.05	72.35
18.34	22.67
109.15	96.67
249.87	119.47
210.36	150.36
37.81	46.13
129.76	121.59
307.74	355.69
203.33	277.33
335.00	114.67
407.00	578.50
319.59	333.42
9.04	8.99
935.70	798.00
1552.09	2110.86
304.00	424.33
111.89	118.08
191.57	212.84
86.94	66.65
105.55	87.88
275.00	203.00
22.34	18.49
374.70	346.67
267.14	284.50
350.71	387.75
171.29	258.67
123.13	130.12
221.51	223.06
200.44	165.80
72.47	100.40
4551.44	5393.80
428.35	466.82
221.24	231.12
186.18	159.84
259.27	222.66
232.57	183.08
103.74	101.25
125.80	98.20
899.50	993.60
208.13	242.69
259.00	289.00
144.25	124.40
559.43	618.00
458.98	531.98
446.36	476.41
3505.53	5353.25
415.22	486.17
283.95	260.06
132.03	116.76
69.26	70.17
54.81	53.57
102.09	87.20
248.18	267.14
211.17	285.00
1564.22	820.00
304.36	134.00
1703.53	2094.36
595.38	506.80
243.95	236.75
136.76	180.25
180.79	188.46
194.62	243.60
315.64	340.38
58.75	63.95
274.96	299.65
142.68	113.86
1062.00	1868.67
333.05	323.99
746.40	957.90
1316.17	1443.56
250.64	250.70
343.83	386.75
177.23	128.46
322.04	341.08
185.43	197.06
189.61	216.42
140.24	156.27
143.48	96.80
129.91	143.00
37.59	42.58
141.98	72.97
194.78	209.98
285.20	255.13
344.29	364.75
114.44	128.25
209.70	203.16
46.30	45.19
719.86	781.12
114.52	131.21
121.67	150.90
109.96	111.61
145.41	154.38
215.49	189.25
222.84	235.79
177.57	168.30
150.91	156.65
383.15	456.67
96.20	92.33
265.18	280.64
143.80	111.00
1467.11	1447.30
247.59	117.93
256.70	281.61
1472.29	1652.50
378.76	414.50
256.16	267.59
87.98	78.35
168.33	205.67
135.14	175.00
196.54	178.75
288.80	183.11
212.00	216.53
171.33	235.35
144.05	161.82
275.96	266.84
101.13	117.10
304.70	409.82
205.86	154.67
43.79	44.96
320.90	100.64
153.07	162.72
215.70	262.80
213.42	217.38
38.04	39.48
748.22	453.50
152.01	220.93
542.61	576.75
378.84	386.43
1168.23	1265.06
163.27	170.71
221.44	244.33
223.73	135.62
193.87	199.79
790.75	280.43
280.14	316.00
151.35	81.60
347.09	286.62
165.28	164.22
512.33	530.67
3748.86	215.33
161.54	107.22
88.08	88.43
248.75	233.72
363.04	351.57
369.45	381.12
258.56	205.67
388.12	444.42
273.38	454.69
470.75	435.00
163.68	153.30
218.00	222.14
362.83	384.22
267.10	282.36
920.05	250.44
645.89	554.80
367.88	352.74
52.15	56.14
183.00	244.17
132.62	166.28
123.97	165.33
135.81	104.99
399.18	409.18
287.02	316.78
136.58	141.53
248.43	299.19
339.89	457.50
319.98	367.00
72.11	68.77
196.67	175.00
1156.22	1471.00
83.38	89.76
220.10	210.44
193.03	175.52
333.36	358.61
179.88	174.54
253.64	301.80
90.53	64.86
1466.43	795.98
272.77	318.75
365.86	301.67
285.27	328.00
340.76	330.07
44.42	39.75
186.93	270.25
220.61	240.38
89.91	103.00
1328.09	2469.43
742.43	136.83
440.50	428.67
216.67	258.33
423.96	420.88
208.05	172.29
190.18	169.67
412.73	392.64
85.24	130.40
225.71	277.50
40.58	48.37
1449.60	1410.17
86.24	99.20
55.38	57.95
97.71	88.60
124.64	126.85
794.07	661.36
164.45	183.70
2411.14	4386.29
349.00	323.83
265.40	208.00
29.28	50.67
364.70	405.83
184.62	160.63
140.50	40.33
356.71	262.50
199.79	203.27
305.48	386.50
841.06	984.40
105.33	79.98
228.29	92.87
404.75	432.86
169.14	157.80
32.17	36.52
214.66	194.99
129.05	165.10
133.07	71.54
83.12	90.21
100.77	88.81
26.62	31.09
172.08	148.37
97.40	77.11
107.91	110.83
22.78	26.67
702.24	696.43
205.63	175.25
107.13	89.57
143.05	149.62
56.48	76.36
293.19	164.00
184.44	182.83
113.74	133.37
203.86	205.22
111.67	96.11
15.72	17.31
58.06	80.83
222.89	179.83
291.58	302.10
277.00	170.50
72.28	87.99
306.45	299.78
297.63	299.40
2574.53	3382.82
377.40	403.30
87.57	63.47
59.60	44.41
219.17	188.20
216.19	331.64
256.90	269.14
109.12	120.20
226.52	249.50
371.30	540.12
442.14	605.00
69.57	69.55
211.09	236.54
216.67	268.71
253.31	237.56
108.50	104.36
73.05	85.09
77.82	67.82
1312.80	1555.75
246.97	84.27
175.36	140.29
149.24	158.79
72.60	70.61
41.35	55.93
373.62	274.56
221.80	222.57
110.53	118.11
430.91	690.19
130.83	131.33
135.69	137.63
430.31	465.50
312.14	404.17
455.19	484.29
177.13	185.80
326.38	211.60
99.50	74.20
202.34	162.94
600.56	194.20
262.85	289.22
298.87	299.44
813.19	670.55
123.59	108.00
58.53	50.82
1306.16	1752.62
209.35	176.84
100.04	98.39
30.28	29.30
911.17	1131.78
989.80	1019.15
140.96	116.76
161.12	138.24
79.02	75.27
266.33	345.33
169.76	187.42
249.90	125.33
207.74	194.73
315.55	421.92
389.65	527.96
464.00	449.00
501.33	584.83
169.36	179.22
89.95	100.02
34.93	29.63
159.66	139.80
82.77	75.44
2209.81	249.73
189.70	195.38
271.04	383.50
94.56	105.72
276.63	263.30
123.76	131.25
108.43	137.50
2567.25	4855.25
242.00	272.60
202.60	171.94
410.77	448.04
157.44	192.00
147.80	119.90
181.98	246.16
191.41	196.73
390.45	302.07
216.33	263.86
66.19	83.07
125.31	93.41
164.44	122.92
103.50	64.12
121.15	103.30
346.98	350.34
235.59	207.89
963.38	1578.66
157.45	180.62
182.28	151.38
94.22	145.40
177.87	183.11
6269.23	3506.86
357.35	420.58
411.23	432.00
75.93	82.44
438.48	401.76
167.73	169.27
118.63	116.36
159.66	171.67
307.79	128.17
150.34	152.11
159.31	160.20
168.35	174.61
107.75	87.06
120.49	101.33
402.86	409.50
125.75	123.54
336.57	262.00
1086.00	1418.57
278.95	274.51
29.98	33.15
226.59	487.25
150.33	179.33
54.96	72.00
8234.50	6164.85
220.43	169.83
564.00	365.75
184.20	157.40
364.92	542.12
60.79	65.98
52.41	62.23
232.56	160.66
176.49	106.90
301.85	335.24
536.54	601.44
245.71	228.33
192.40	207.29
422.38	520.17
111.85	83.16
89.97	152.50
171.66	184.21
163.96	171.12
51.47	39.91
170.17	184.22
162.95	167.22
168.75	104.87
47.97	36.54
156.22	153.21
53.08	47.31
143.11	159.78
173.43	77.25
160.86	30.25
263.98	345.70
2209.85	2805.61
128.52	93.50
235.44	293.15
94.00	95.67
146.77	121.88
214.54	42.32
251.32	279.75
105.36	127.19
846.98	835.71
222.11	163.75
414.87	395.52
105.80	117.50
167.30	201.14
79.86	75.17
130.86	129.55
924.83	1088.67
806.54	867.27
176.92	194.30
91.14	72.00
123.33	106.98
179.68	192.97
149.81	136.57
576.12	883.75
235.14	213.74
446.86	546.25
383.20	417.29
1553.62	936.17
88.57	181.50
260.95	228.09
144.76	79.52
1260.85	1399.72
607.83	154.67
136.59	137.49
175.17	136.67
608.96	671.86
93.31	96.94
152.79	137.85
92.73	176.15
231.08	204.30
142.78	190.00
1475.28	2465.50
311.63	409.76
8539.79	5584.57
115.40	148.09
154.45	78.12
160.30	133.23
508.79	1105.00
612.75	301.25
226.58	233.56
278.00	240.50
1292.11	173.67
190.62	131.00
231.25	222.40
224.21	234.86
1091.67	925.67
103.67	77.85
197.56	212.80
591.63	690.16
271.24	113.96
110.97	120.69
158.16	236.45
152.88	179.25
176.24	166.99
699.35	1029.70
233.00	189.00
117.55	108.60
130.55	134.66
181.38	221.40
174.05	201.42
199.98	233.90
234.01	249.87
447.88	82.06
338.15	378.58
28.32	27.19
196.41	200.93
402.91	484.11
156.78	95.15
302.24	126.78
292.19	346.71
674.75	621.56
192.18	467.00
275.81	261.73
535.38	751.68
156.18	95.83
323.69	493.00
172.25	188.78
64.00	92.33
1648.36	1348.67
1322.17	850.50
1236.19	444.23
1430.22	2476.60
89.35	93.28
251.80	241.68
110.11	109.54
233.21	251.55
214.64	290.00
288.52	137.78
136.16	94.93
123.88	122.00
348.58	370.86
212.57	342.00
159.76	142.06
30.92	24.41
294.62	263.60
89.47	81.14
1287.00	1323.17
187.97	221.68
51.92	121.80
257.86	281.45
251.62	228.98
543.06	930.29
151.02	153.91
136.00	160.80
107.08	152.27
344.49	245.78
445.90	428.17
76.80	83.66
142.50	169.88
229.44	394.98
59.95	54.79
181.94	169.61
102.65	92.67
343.02	370.06
133.08	126.36
433.61	482.76
89.12	71.69
87.68	88.92
93.29	95.46
410.62	274.25
163.44	164.92
89.28	75.77
410.43	394.50
2356.98	2122.08
132.69	130.20
183.53	211.60
380.43	430.00
159.20	187.75
551.53	554.67
166.27	165.67
207.92	221.77
350.93	344.63
219.70	221.50
140.58	112.99
157.60	232.55
123.95	12.90
201.70	277.83
372.50	282.64
254.52	196.04
220.75	231.67
216.39	291.67
211.55	181.60
347.91	325.14
391.08	433.89
145.00	114.75
158.07	146.88
187.25	189.59
165.07	189.60
126.86	128.50
93.37	78.58
193.14	250.76
149.12	130.40
301.99	175.11
129.44	179.22
706.11	72.78
139.14	112.75
143.43	77.25
69.13	62.18
452.15	649.14
319.33	248.00
386.73	390.59
286.54	266.41
313.61	364.06
95.91	46.25
164.00	166.89
204.13	151.00
195.39	216.83
182.02	161.74
280.32	255.47
278.15	268.85
71.54	64.60
277.16	250.60
71.51	95.97
393.46	247.50
122.66	58.57
531.40	594.81
90.74	32.07
45.26	51.96
316.98	115.63
47.80	18.00
111.67	77.83
67.79	71.14
109.66	135.03
153.83	139.35
476.33	407.00
181.11	180.00
270.17	312.40
472.07	431.75
157.04	64.43
202.97	251.93
236.34	250.09
1943.61	2227.38
461.22	489.39
226.96	231.92
71.18	30.57
143.00	186.35
217.94	124.88
207.48	147.97
1822.90	1704.69
170.72	160.40
113.97	93.07
2820.24	4022.30
61.67	45.40
387.82	405.70
248.14	355.25
128.58	104.80
209.07	188.86
71.41	78.13
194.14	223.75
131.89	136.71
287.20	289.51
210.04	195.87
127.11	138.36
88.55	100.13
202.46	201.60
109.65	97.36
255.40	170.07
191.90	172.22
179.68	134.83
89.60	109.50
252.57	255.29
285.00	283.50
212.29	217.50
349.36	363.82
132.11	150.45
60.89	50.30
69.75	73.77
242.47	252.00
205.62	147.80
103.91	94.57
134.45	154.25
1171.55	1162.50
51.60	49.17
477.95	527.06
174.29	186.00
292.52	277.88
8606.44	12654.83
4941.56	11035.38
242.26	234.75
209.93	204.44
465.70	932.61
693.38	495.33
145.48	141.57
288.08	279.47
170.06	185.65
870.36	985.47
724.33	399.50
127.33	120.66
209.19	145.26
183.08	176.89
207.23	225.75
86.59	92.45
214.41	160.74
142.00	121.50
243.29	264.74
239.45	273.50
252.15	276.76
300.69	241.80
209.00	115.67
126.49	135.50
184.27	165.00
318.83	625.33
276.64	95.00
90.50	116.24
799.50	854.57
468.38	685.11
1045.54	1949.88
96.08	23.93
54.59	46.90
251.42	270.62
147.07	132.50
132.41	124.64
198.00	226.00
119.50	86.12
382.83	421.33
253.10	310.50
396.88	372.50
164.38	189.00
133.69	152.80
446.67	580.83
169.62	181.00
472.36	165.05
123.57	118.84
152.69	155.99
146.45	140.69
174.36	193.29
276.45	433.33
178.24	167.91
196.35	191.62
160.11	136.00
73.06	74.46
70.27	60.96
108.20	109.81
161.23	173.12
120.13	108.22
160.99	126.61
107.17	113.33
638.04	1295.50
299.56	276.00
475.67	502.60
673.73	736.30
290.64	212.67
248.23	248.30
370.78	289.00
210.02	187.10
317.73	370.75
226.26	296.00
394.77	436.16
190.86	152.00
145.58	202.77
239.38	213.56
337.81	352.22
226.57	302.50
409.71	486.25
167.66	140.75
83.33	67.67
51.80	88.22
160.05	160.10
500.11	541.57
2255.00	3451.60
265.17	291.00
1147.12	552.25
55.65	50.20
412.46	543.45
730.33	537.67
91.15	129.36
158.68	164.54
300.39	205.97
151.31	154.50
73.54	50.27
732.83	1601.62
260.64	274.03
282.97	412.95
177.17	175.11
365.35	312.40
100.05	100.35
494.13	496.33
154.43	135.29
296.47	381.55
90.46	72.98
172.09	168.70
346.43	252.75
239.25	231.62
268.62	284.62
233.91	266.00
1187.44	1187.50
337.00	322.00
106.43	97.00
171.25	166.40
160.44	139.34
57.05	68.10
171.40	208.33
53.38	60.92
107.06	112.43
201.48	254.33
232.17	287.58
305.36	281.04
358.81	414.50
308.90	281.00
74.71	41.70
197.10	178.45
29.29	38.23
131.99	257.33
229.10	277.77
189.69	189.53
86.06	102.90
467.43	272.50
395.78	432.61
148.43	155.75
48.86	62.97
1915.50	3239.00
388.56	495.50
253.00	256.20
630.04	276.46
235.27	267.01
77.37	117.20
875.65	932.50
94.62	99.86
709.99	188.22
121.99	180.78
136.29	127.93
398.23	440.25
1279.33	1779.83
217.51	201.98
77.83	88.97
109.19	112.00
250.12	163.80
37.85	34.13
60.53	58.81
118.72	131.36
165.90	277.85
54.36	57.81
131.52	135.78
274.11	226.25
226.90	238.87
113.63	153.11
218.88	174.92
189.77	206.11
299.27	354.50
122.06	123.23
344.73	325.29
782.48	492.82
286.17	389.42
432.00	398.25
43.87	65.77
145.55	159.18
145.33	131.60
125.54	94.33
125.39	111.58
32.95	36.14
155.12	187.44
229.04	272.19
94.21	93.67
545.64	575.07
20.11	23.01
218.48	227.71
173.64	176.59
171.97	130.70
188.53	166.83
127.76	176.20
221.35	205.48
119.25	116.80
478.88	454.84
2722.75	2821.60
15.87	21.36
104.45	78.34
311.10	300.00
72.27	36.23
161.51	178.40
303.56	301.71
2969.07	2895.30
264.97	210.14
227.04	256.77
167.41	173.59
400.20	556.50
238.65	218.30
3069.08	3575.12
159.42	130.20
298.26	96.54
72.56	67.83
233.50	243.89
194.78	205.10
122.82	194.33
1508.12	936.00
218.13	172.20
383.77	378.42
200.00	203.29
321.76	317.29
869.68	159.51
281.96	320.10
424.50	314.71
126.81	103.83
34.07	33.50
295.76	356.36
159.86	150.98
148.91	156.50
116.00	120.00
55.99	56.28
433.96	445.62
293.83	219.40
92.69	127.90
82.96	67.92
269.50	233.20
280.70	314.83
314.11	309.57
361.65	488.67
113.50	125.73
356.42	401.69
242.00	254.70
1289.44	1023.17
175.71	231.14
381.33	347.17
98.89	163.33
223.04	232.40
180.25	174.11
692.30	1053.98
263.12	267.00
141.62	103.92
330.21	408.43
157.78	137.93
83.54	84.33
151.33	181.33
139.18	141.95
493.14	239.67
266.75	288.67
51.99	45.72
230.14	224.29
142.35	130.56
403.94	294.76
287.05	355.91
192.87	211.36
347.25	225.00
148.41	189.68
109.91	74.57
48.41	59.92
208.93	209.56
768.53	806.02
175.35	130.30
115.68	106.00
314.82	537.67
301.46	316.55
397.73	237.90
229.42	188.11
62.38	51.45
1427.08	2013.22
191.19	192.27
63.00	55.20
297.70	291.85
157.86	137.77
221.62	205.50
156.08	149.32
222.77	184.85
90.19	102.02
76.61	79.30
90.71	98.86
149.07	160.75
610.90	582.89
161.00	143.32
309.18	390.00
270.25	260.65
54.78	56.93
64.37	73.20
151.33	171.10
162.29	164.60
100.94	78.86
281.33	203.50
292.36	191.00
877.75	1026.12
58.99	62.86
55.28	66.50
95.29	133.16
84.57	94.69
334.40	234.33
140.17	144.88
225.64	266.83
179.43	179.17
241.21	211.56
63.38	60.47
435.00	429.20
307.55	271.87
4245.29	3465.67
158.17	172.54
223.29	147.33
211.44	191.00
125.62	132.00
270.83	304.36
311.82	277.88
63.24	67.33
230.48	69.97
431.33	440.82
138.10	22.93
43.64	31.50
388.92	530.50
143.11	148.07
163.22	121.44
251.24	282.98
102.91	123.04
112.11	116.91
219.10	204.20
205.65	161.11
961.62	902.00
330.42	292.09
533.66	495.78
100.46	163.33
104.60	111.17
119.33	144.67
192.26	181.50
234.43	193.50
292.97	319.38
89.38	76.13
267.71	270.79
77.21	77.20
458.92	371.80
152.96	164.81
84.85	85.47
277.58	324.46
209.10	265.00
156.63	57.53
745.00	696.75
277.56	290.13
94.87	92.00
129.54	126.13
15.41	11.87
319.80	288.43
109.68	99.56
361.21	417.38
87.30	104.23
455.86	225.67
464.03	477.68
211.51	105.51
299.24	243.91
146.75	77.59
134.68	79.76
267.18	398.17
284.39	285.79
114.31	167.93
248.29	283.56
200.41	217.29
419.21	509.78
186.41	134.32
330.06	447.88
179.56	182.00
35.44	36.30
348.21	386.70
512.96	414.93
381.38	729.75
349.12	282.92
122.55	107.62
495.50	434.71
205.73	215.35
477.90	248.00
184.38	170.03
93.93	111.52
648.63	883.28
166.46	176.06
271.61	317.42
329.86	251.67
111.06	140.00
211.89	209.00
207.50	190.33
380.76	471.67
357.18	340.62
138.29	98.33
187.50	118.33
206.94	134.99
165.72	173.68
282.86	240.47
454.50	352.33
59.72	72.30
124.37	100.05
423.32	377.06
480.86	851.67
1647.96	2068.80
366.50	410.92
469.56	482.43
174.94	187.73
2473.69	2759.33
288.17	211.67
288.77	255.45
184.99	151.75
279.92	279.00
794.63	956.33
439.43	425.67
416.01	453.75
276.26	288.41
172.38	180.26
431.24	377.54
829.33	730.89
401.11	285.33
179.07	203.69
240.39	239.87
495.19	506.09
149.11	155.67
270.86	287.00
174.34	376.20
166.75	174.23
204.25	184.23
232.28	352.55
96.57	83.40
194.57	200.41
240.53	250.97
174.46	177.02
479.33	596.33
278.63	270.50
1590.71	249.50
390.07	238.88
621.31	586.22
173.47	200.08
332.21	353.47
96.40	138.75
180.00	234.80
133.54	130.37
140.88	138.15
140.81	136.10
136.04	145.12
118.35	127.92
133.89	120.86
34.33	35.33
368.68	424.50
534.71	395.33
568.18	497.61
234.73	218.14
93.32	37.88
468.44	260.85
201.27	174.88
955.23	1709.56
250.62	247.96
78.28	97.12
173.00	175.00
2437.76	2438.25
761.50	148.27
197.70	254.90
34.20	37.45
193.08	200.89
264.25	180.29
72.50	86.02
339.30	306.09
152.50	179.60
85.31	88.52
194.45	193.53
876.45	832.00
261.00	246.75
671.60	812.40
213.18	229.60
135.18	114.26
85.60	62.40
94.28	97.43
281.00	394.67
315.64	270.78
215.67	173.06
109.35	123.96
187.36	99.40
188.59	203.83
94.17	118.67
91.88	111.36
356.86	315.75
282.86	291.30
341.88	209.80
290.04	435.84
369.23	347.84
423.74	442.46
111.02	117.97
73.76	68.47
175.86	202.90
258.29	220.75
145.43	135.25
1109.21	1566.82
355.80	351.38
63.11	83.43
27.41	24.67
62.96	44.91
331.01	359.97
96.86	84.67
60.62	35.22
409.14	94.33
183.82	182.58
316.00	283.00
75.47	88.97
271.72	217.14
140.40	96.00
270.35	257.32
138.42	154.40
372.35	371.67
721.80	746.44
28.62	33.36
291.28	311.05
486.23	557.62
57.89	65.34
530.00	719.33
232.21	270.34
1180.32	1375.29
219.69	191.65
284.38	269.46
138.04	111.92
652.84	735.18
380.90	439.57
196.72	121.70
116.85	175.50
183.50	176.14
674.91	930.43
109.41	112.03
783.00	457.17
732.72	873.45
215.88	297.67
222.82	291.14
132.66	148.17
1378.93	1549.91
288.33	387.33
971.47	1754.00
362.27	530.20
838.50	1914.67
244.13	257.83
162.54	144.90
396.53	520.43
163.22	146.76
1715.45	2541.29
4.26	4.86
99.83	93.89
155.18	158.14
363.67	410.67
199.67	137.33
640.08	666.33
150.23	153.14
507.00	522.13
235.77	247.10
295.80	335.86
1189.83	1262.33
284.45	294.43
101.00	122.71
233.38	164.40
499.50	431.67
445.00	525.38
137.78	174.11
541.42	370.33
2968.50	2318.00
143.08	118.95
177.62	64.57
115.13	120.67
388.45	533.67
57.97	17.14
163.56	202.49
306.80	312.08
336.07	399.68
125.06	150.60
93.80	56.27
1949.67	1843.22
319.32	169.57
810.06	971.67
234.11	199.17
151.89	140.11
330.50	391.00
516.91	606.02
100.33	215.03
234.77	294.42
491.75	555.17
203.67	222.56
281.77	185.56
179.61	119.32
882.56	1072.20
332.92	338.44
2440.58	2557.59
341.00	427.71
92.82	99.60
206.40	187.50
178.37	3.41
180.00	144.80
34.69	41.98
86.08	92.71
124.24	138.96
59.77	33.90
403.17	347.00
474.01	162.74
239.72	159.09
299.81	304.39
234.22	244.83
462.25	412.99
46.30	48.00
183.75	225.81
299.33	358.78
627.39	781.64
2539.02	2587.09
95.90	72.96
430.42	470.40
264.07	253.17
233.33	198.00
567.12	163.25
2061.15	82.66
70.32	68.73
915.28	1780.59
2160.72	2921.38
204.71	168.17
71.43	73.10
149.30	325.28
252.65	290.44
363.00	350.26
99.54	96.60
191.86	209.00
194.68	194.08
111.78	102.00
2593.57	4342.25
332.01	168.56
141.52	76.45
95.98	88.16
380.92	176.66
240.50	292.75
417.55	500.15
243.99	227.00
64.86	66.65
135.13	156.72
157.40	160.36
155.22	160.83
218.58	362.00
349.67	457.67
334.44	412.00
927.54	228.37
149.77	150.90
261.24	203.23
206.54	317.67
112.49	120.51
245.71	405.00
82.33	81.76
283.09	287.71
98.92	195.30
331.78	408.67
53.11	26.42
225.41	211.96
216.51	188.83
368.82	290.44
35.34	54.12
142.00	157.80
543.35	712.94
162.11	205.17
181.81	50.89
138.49	177.40
79.97	62.56
97.43	123.96
1368.35	1703.67
244.84	249.61
191.62	219.13
177.61	270.75
246.43	128.64
157.53	160.59
130.93	338.33
204.38	285.00
266.69	97.27
153.56	182.50
353.25	363.00
156.62	176.00
202.89	245.57
293.17	334.43
352.15	319.47
83.01	85.26
39.91	45.36
320.71	332.00
219.58	368.67
384.57	400.56
1027.77	1320.12
205.21	228.36
249.38	165.00
381.66	350.68
356.67	355.12
53.00	47.88
181.62	185.00
72.91	83.50
183.16	135.10
499.00	493.50
257.88	205.59
83.91	89.77
296.87	278.55
289.56	268.96
119.26	100.88
130.75	105.66
304.05	325.91
270.05	272.68
178.25	228.88
168.71	152.00
91.86	77.00
437.30	416.50
379.81	235.25
372.42	667.57
110.20	115.24
374.44	305.33
99.44	78.83
170.29	156.20
326.14	296.12
268.00	279.85
151.48	154.11
129.54	288.33
458.70	193.91
330.00	310.20
77.73	74.38
286.29	100.67
111.34	79.20
104.64	109.14
260.11	279.60
378.50	285.00
109.86	108.27
130.13	105.88
488.09	580.94
196.23	192.75
1141.50	1307.37
647.00	739.25
204.89	224.85
114.61	160.57
176.11	150.67
170.43	123.67
154.26	154.57
732.69	670.69
349.12	44.87
242.87	227.43
310.06	281.67
321.32	326.85
126.71	115.75
471.50	302.00
114.50	132.00
91.66	83.87
345.89	382.83
181.86	157.75
74.47	101.76
171.91	173.08
152.73	154.42
31.03	41.82
201.31	170.75
420.20	404.33
159.34	145.32
82.47	57.93
131.16	106.66
55.74	53.67
424.11	384.33
215.79	296.00
112.70	156.33
156.75	165.36
71.68	66.07
298.94	319.86
472.17	390.33
316.08	274.50
166.71	104.67
74.04	71.63
177.73	166.06
18.42	38.10
515.13	560.70
137.84	127.86
266.03	208.12
109.06	127.65
208.43	192.19
207.38	213.00
180.56	216.09
136.91	139.23
127.09	114.67
248.14	259.25
149.43	120.00
230.37	250.92
153.38	106.57
663.52	753.65
233.88	177.25
267.15	252.41
313.12	369.80
22.31	34.20
107.70	152.33
189.13	193.92
141.06	192.56
120.58	171.50
380.93	411.09
79.89	61.94
260.30	289.38
799.39	1025.58
203.47	1.61
1099.83	90.33
122.45	135.25
84.05	89.70
351.35	349.56
89.33	67.20
264.16	224.71
203.12	214.82
162.15	179.47
498.76	459.06
239.43	171.00
150.59	159.25
195.27	222.25
58.26	69.71
309.67	330.35
95.29	143.27
150.31	188.72
