wm_poi_id	wm_poi_name	primary_second_tag_name	primary_third_tag_name	primary_first_tag_name	poi_brand_id	aor_id	poi_score	delivery_comment_avg_score	food_comment_avg_score
2121	9b2653-a63626-0c3415-fa1254-c63006-d72063	0	17	0	8	4	0	0	0
2122	962462-443811-962462-6a841-962462-33816-121306-192896-2e2108-ac854-833800-4f1911-431608-272349	0	28	0	87	10	4.7	4.94	4.77
2123	dd1152-ac854-661087-74760-121306-59366-e41314-402923-84752-431608-272349	0	9	0	8	7	0	0	0
2124	a43214-d13754-342036-19488	4	63	0	8	0	0	0	0
2125	be2895-002989-79217-5f38-021794-1a564-66812-121306-5315-823574-f81036-431608-272349	1	30	0	423	6	0	0	0
2126	8d1483-d6384-121306-102277-9f1640-1d553-431608-272349	1	13	0	8	5	4.67	5	4.83
2127	9d3940-284045-be2895-8d1398-231660-981676-121306-352708-cf2679-e21602-431608-272349	1	43	0	362	4	4.93	5	4.93
2128	31171-5d2360-231660-be2895-121306-102277-9f1640-492461-e22943-342036-a43251-4a3610-16978-d92985-d92985-431608-272349	0	15	0	201	1	4.79	4.92	4.81
2129	99587-c41429-3b4047-121306-5e2725-a21596-063761-431608-272349	1	23	0	8	0	0	0	0
2130	db3612-ac854-7b1223-1d553-121306-8d3794-dd2480-901869-713861-901015-d52609-b01032-1f2100-5a1952-ac854-8c2935-431608-272349	0	29	0	8	0	0	0	0
2131	79217-121306-661087-272349-a12170-5f38-30514-de2424	7	81	0	8	8	4.61	5	4.75
2132	a63626-653206-4a2318-931140-67198-112251-5a1952-ac854	1	13	0	8	10	0	0	0
2133	36950-9067-951737-a32431-a54081-a63626-c34009-2c1019-121306-051683-b0540-492461-871632-431608-272349	7	37	0	8	6	4.77	4.72	4.76
2134	60442-f7626-e5445-d0128-1b955-6e2940-d71618	0	29	0	8	8	4.79	4.98	4.78
2135	002989-5a537-39147-6b3322-423697-2c1019-43819-b43550	0	56	0	8	8	4.83	5	4.85
2136	771437-063761-24424-b43550-be65-133334-121306-402923-84752-431608-272349	0	40	0	8	7	0	0	0
2137	cf2679-8a2234-8a2234-6a3579-ad2269-c23605-43819-6d3428-121306-79217-cd3847-e21602-431608-272349	0	26	0	424	6	4.58	4.82	4.61
2138	8a2234-843204-de2424-c53116	1	32	0	8	6	4.7	5	4.6
2139	a13945-c02692-812352-121306-79217-cd3847-e21602-431608-272349	1	16	0	425	6	4.68	4.68	4.69
2140	002989-102277-9f1640-8b2706-b04084-de2424-c53116	1	32	0	8	1	5	5	5
2141	243077-f83517-391919-243077-193506-ae786-121306-102277-9f1640-b82976-ff2187-492461-d0128-431608-272349	0	0	0	24	10	4.8	4.96	4.87
2142	5c1030-022488-0b4049-c21871-931140	1	13	0	8	2	0	0	0
2143	923691-532065-b53745-e41314	0	8	0	8	9	0	0	0
2144	722888-0f2124-441379-a32507-c43775-1b1099-da697-a32507-842342-262624-121306-402923-5f38-1f2314-192896-652408-431608-272349	6	未知	2	8	1	4.66	4.89	4.74
2145	8a2234-72855-342412-981676-de2424-c53116	1	32	0	8	8	0	0	0
2146	c31718-3f3083-49292	7	58	0	8	6	0	0	0
2147	263949-402923-8a2234-c21871-121306-253623-174019-bf1273-341758-431608-272349	0	45	0	8	0	4.62	4.5	4.75
2148	a4589-323291-063761-8d3794-bc3855-e21602-43819-54938-121306-0d1431-063761-431608-272349	0	26	0	8	5	4.24	4.78	4.41
2149	102277-9f1640-6f178-323291-3b4047	15	未知	1	8	8	5	5	5
2150	66812-9d1744-cc910-87965-633547-121306-102277-9f1640-591563-c7153-1d553-431608-272349	0	15	0	44	6	4.79	4.76	4.89
2151	b2193-fc3373-bf1273-233398-a13945-121306-402923-84752-431608-272349	0	83	0	8	7	4.21	4.79	4.21
2152	7e2903-072829-7a410-141126-423697-d72063-121306-102277-9f1640-402923-e22943-431608-272349	0	54	0	8	9	4.45	4.82	4.5
2153	a81742-042150-4a3834-0652-121306-893131-68558-cd3847-8a2234-514032-431608-272349	7	36	0	35	1	4.56	5	4.56
2154	083121-1d3688-981676-b43550-c62143-a32703-0b4049-a93677-8a2234-342412-981676-b43550-121306-79217-cd3847-e21602-431608-272349	0	15	0	107	6	4.9	4.88	4.92
2155	b03966-bf1514-763277-10905-6a3579-402923-0c3415-e52645-7b1223-df2800-121725	5	未知	1	8	4	4.62	4.75	4.62
2156	d63854-8c2935-323291-6b3322-423697-2c1019-43819-b43550	0	56	0	8	8	4.53	4.95	4.59
2157	87107-43819-2c3863-fd2565-121306-a54081-3c1399-d63854-292326-272349	0	7	0	8	5	4.8	5	4.8
2158	cf2679-8a2234-8a2234-6a3579-ad2269-c23605-43819-6d3428-121306-103337-b4266-431608-272349	0	26	0	424	5	4.68	4.94	4.66
2159	002989-2e1710-fc3373-d71618-121306-28807-712910-a63626-591319-431608-272349	0	29	0	8	4	4.34	4.88	4.34
2160	633907-c71996-342036-c62143-633907-24542-fc3373-f63938-24424-121306-8d3794-422539-901869-713861-901015-6a3579-052425-5a1952-ac854-8c2935-431608-272349	0	45	0	8	6	4.67	5	4.67
2161	35715-be2895-a63626-db505-35715-6d3428-3a316-c62143-43819-6d3428-121306-433290-253623-c92945-513720-9b2653-dc3924-431608-272349	0	102	0	426	2	4.66	5	4.67
2162	41810-a13945-082380-233398-33816-121306-5e2725-a21596-063761-431608-272349	0	1	0	8	0	4.73	5	4.69
2163	402923-e61012-e33426-1c925-961815-121306-402923-a21596-063761-431608-272349	0	12	0	8	7	0	0	0
2164	b23259-042150-66812-633554-a51005-d71618	1	2	0	8	2	4.47	4.79	4.63
2165	f42916-1f2100-341620-11995-c62143-a03756-da697-441379-441379-0f2124-f3861-993705-722888-1b1099-121306-402923-84752-923691-072768-431608-272349	6	未知	2	8	7	5	5	5
2166	682644-8a2234-661087-c62143-303211-c31718-d72063-121306-4f55-322951-713861-431608-272349	0	90	0	408	8	4.67	4.94	4.63
2167	aa1934-1c925-de2424-d71618	0	29	0	8	6	0	0	0
2168	9f1640-061243-8a2234-931140	1	2	0	8	5	4.81	5	4.81
2169	743115-f51944-c62143-d82616-f51944-002808	10	未知	1	427	6	4.93	4.95	4.95
2170	a23694-a7798-c62143-c31718-a23694-082380-233398-33816-121306-79217-cd3847-e21602-431608-272349	0	1	0	428	6	4.84	4.9	4.85
2171	002989-c93763-e41314-1c3929	0	29	0	8	6	5	5	5
2172	87965-863895-323291-bc3855-e21602-43819-54938	0	26	0	8	6	4.52	4.76	4.52
2173	222094-102804-c02692-693510-c94046-623009-922125-b2193-b43550-121306-402923-84752-431608-272349	0	15	0	429	10	4.54	5	4.6
2174	c31718-b43550-be2895-121306-8d3794-16978-a53996-901869-713861-f91501-5e1438-7f3309-ae2775-5a1952-ac854-8c2935-431608-272349	0	53	0	8	4	0	0	0
2175	b92083-a82844-c23605-b43550-c62143-0b2167-dd3028-df2800-c23605-b43550-121306-4f55-322951-713861-431608-272349	0	47	0	8	8	4.54	4.89	4.53
2176	9f790-cc34-032268-121306-b2193-d0128-492461-713861-431608-272349	4	63	0	404	6	0	0	0
2177	bc3855-e21602-43819-54938-121306-79217-cd3847-e21602-431608-272349	0	26	0	8	6	4.56	4.68	4.52
2178	5315-072829-e9638-fa1254-b2193-fc3373-f3563-121306	0	40	0	8	1	4.83	5	4.83
2179	341620-a8269-a43214-8f2901-002989-ff2187-341620-4a2318-2c1019-121306-353998-67198-063761-431608-272349	0	71	0	8	10	4.9	5	4.88
2180	243077-3f1985-2e1710	7	37	0	8	0	0	0	0
2181	b2193-d0128-be2895-5b1293-b2193-fc3373-d72063	0	40	0	8	8	0	0	0
2182	d686-d82616-572589-212715-df2800-121725-121306-cd2378-8d1754-663941-431608-272349	15	未知	1	8	6	5	5	5
2183	1b1099-ea2006-0a2632-611350-432525-ea2006-ee867-da697	6	未知	2	8	3	NULL	NULL	NULL
2184	ee991-231660-381655-312841-c53116-b2193-fc3373-c31718	17	未知	4	8	10	4.64	5	4.56
2185	5b3010-0a2820-5c1030-022488-8a2234-d72063	0	51	0	8	8	5	5	5
2186	112909-ed3323-bb2878-262624-212085-121306-402923-e61012-431608-272349	13	未知	2	8	7	5	5	5
2187	eb2057-492461-8a2234-021794-43819-54938-901015-912443-76305-d72063	0	26	0	8	1	4.81	5	4.86
2188	8a2234-e9902-341758-e72867	0	39	0	8	2	4.71	5	4.57
2189	231660-341758-c34009-641271	7	37	0	8	1	4.67	5	4.67
2190	b92734-a22084-bd3159-502358-24424-f63938-641271-121306-8d3794-9d1564-901869-713861-901015-a93922-d0128-1d553-5a1952-ac854-8c2935-431608-272349	7	37	0	8	6	4.71	4.91	4.69
2191	323291-cb1524-8c2935-c62143-6b3322-423697-2c1019-43819-b43550	0	56	0	8	8	4.43	5	4.43
2192	5a1952-042150-6e4044-d71618-c62143-e52645-f32176-d71618-c62143-c53116-4b2403-d72063	0	38	0	8	1	4.65	5	4.59
2193	b2193-9a3311-c22095-c62143-881252-633554-9d3940-87314-b2193-731761-d81534-121306-402923-84752-431608-272349	0	15	0	430	7	4.83	4.87	4.8
2194	c22859-d71618-be2895-c34009-641271-121306-79217-cd3847-e21602-431608-272349	0	38	0	8	6	0	0	0
2195	1b1099-da697-2522-2522-032517-dd2480-a53996-643433-df2800-023207-fd2565-121306-8d3794-642862-901869-713861-f91501-2b4091-121929-eb2057-5a1952-ac854-8c2935-431608-272349	0	0	0	431	10	4.93	5	4.93
2196	31171-833800-c34009-2c1019	7	37	0	8	7	0	0	0
2197	661715-a91342-e91407-f63389-042150-4a2318	1	16	0	8	8	4.64	5	4.64
2198	522184-1c925-ab265-893131-cf2679-121306-79217-cd3847-e21602-431608-272349	0	15	0	294	6	4.99	5	5
2199	bd3159-502358-24424-a72217-41810-641271	7	37	0	8	6	4.88	5	4.88
2200	be3358-2e194-cc2898-c62143-aa3982-b7972-de2424-fc3373-b43550-121306-402923-84752-431608-272349	0	15	0	432	7	4.98	5	4.98
2201	972207-044020-013189-1a2373-c31718-a23694-e63234-4a2318-121306-8d3794-59550-901869-713861-901015-6f3045-eb2057-2c3401-ce4005-5a1952-ac854-8c2935-431608-272349	0	28	0	8	9	5	5	5
2202	492461-8c2935-323291-121306-b43550-323291-641271-323291-5c1479-c3470-323291-901015-923691-032268-87965-cd3847-431608-272349	0	8	0	10	6	4.77	4.91	4.78
2203	92711-5d2360-87965-d556-b82604-121306-79217-cd3847-e21602-431608-272349	0	57	0	197	0	4.88	4.92	4.86
2204	2c3147-a33027-8a2234-502741-121306-402923-84752-431608-272349	1	95	0	433	3	4.33	4.85	4.38
2205	d72063-a72217-d72063-121306-b31-b52770-d0128-431608-272349	0	40	0	8	0	4.66	5	4.75
2206	241105-a149-111881-121306-492461-551635-4c2815-871632-431608-272349	0	15	0	321	10	4.76	5	4.8
2207	e21548-c93763-be1093-d4496-121306-492461-4a2318-111881-431608-272349	1	13	0	265	6	4.67	4.97	4.7
2208	a81742-042150-4a3834-0652-121306-fa1551-961181-d0128-431608-272349	7	36	0	35	4	4.71	4.87	4.84
2209	243077-f83517-391919-243077-193506-ae786-121306-102277-9f1640-e4673-302533-031473-0c1478-431608-272349	0	0	0	24	2	4.7	4.77	4.72
2210	243077-f83517-391919-243077-193506-ae786-121306-102277-9f1640-352708-cc34-871632-431608-272349	0	0	0	24	4	4.86	4.98	4.91
2211	811006-4b1791-a92470-192264-f23619-121306-a93922-6c223-d0128-431608-272349	9	未知	1	49	3	4.85	5	4.85
2212	2b4091-7d1638-ab404-4b1966-133334-b2193-fc3373-d72063-121306-492461-551635-4c2815-871632-431608-272349	0	40	0	268	9	4.41	4.8	4.45
2213	7b3565-d3331-e93887-613072-6d930-ae786-121306-251713-a21596-063761-431608-272349	0	4	0	78	6	4.68	4.94	4.73
2214	9d3940-132289-fe1605-5d709-121306-251713-a21596-063761-431608-272349	2	未知	1	95	6	4.88	4.95	4.91
2215	e61012-f1890-341758-ae2775-121306-402923-8d3237-063761-431608-272349	1	2	0	434	0	4.73	4.96	4.73
2216	af1654-f82023-323291-2b3552-e33591	1	33	0	435	9	4.71	5	5
2217	43819-5d3792-a6225-911529-021794-a23694-b43550-121306-251713-a21596-063761-431608-272349	0	48	0	8	6	4.63	5	4.63
2218	821910-943539-5a1952-ac854-121306-be1093-db3612-e11381-8c2935-f13620-431608-272349	0	15	0	436	2	4.79	4.71	5
2219	652408-5a1952-193506-bd3656-251116-121306-b31-a21596-6417-951677-431608-272349	0	4	0	69	10	4.98	4.93	4.97
2220	a93922-e52645-1b3170	1	24	0	8	8	4.77	5	4.54
2221	6f1364-52232-1d1611-121306-6a3579-ad2269-5a1952-ac854-272349	1	75	0	8	8	4.64	4.78	4.79
2222	022488-051683-e33426-1c925-961815-121306-cd2378-8d1754-663941-431608-272349	0	12	0	12	8	4.51	5	4.46
2223	852529-042150-062757-ac854-4f1911	1	13	0	8	4	4.07	5	4.07
2224	ce141-492461-5f1581-e41314-6f228	1	2	0	8	6	4.73	4.89	4.71
2225	d556-042150-d13754-a13945-121306-50882-063761-713861-39147-c5893-dd2480-814098-0c1478-272349	0	9	0	8	3	4.71	5	4.43
2226	38860-3f3019-db1604-121306-5e2725-a21596-063761-ce4073-2b3528-431608-272349	0	15	0	170	0	4.56	4.94	4.63
2227	e3267-4f1911-2b3552-e33591-121306-6e2034-ce4073-e21602-272349	1	13	0	8	9	0	0	0
2228	43819-10905-3a1157-bd3656-251116-121306-102277-9f1640-223664-d91077-8c2935-431608-272349	0	4	0	437	2	4.68	4.95	4.73
2229	152857-062757-e41314-6f228	1	13	0	8	5	4.62	5	4.77
2230	cb1524-5b1293-5d709-d556-121306-102277-9f1640-5d2360-612035-5e2725-951677-431608-272349	14	未知	1	204	4	4.88	4.88	4.87
2231	2043-2e1710-253880-1b1498-323291-043726-1b1498-272837-d71618-121306-8d3794-814098-901869-713861-253762-0a2820-4a1218-ae2775-5a1952-ac854-8c2935-431608-272349	0	29	0	8	7	4.77	5	4.73
2232	212715-523257-7c3586-083121-c02692-de2424-c53116-b42607-281930-fa4015-121306-353998-67198-063761-431608-272349	1	42	0	438	10	0	0	0
2233	522406-8b2706-072336-8c2935-c62143-eb2057-492461-f13620-2043-4a2318-121306-b82976-ff2187-431608-272349	1	72	0	8	10	4.45	5	4.35
2234	253623-fa1254-0b297-2c1019-121306-d0235-2e1710-713861-431608-272349	7	36	0	8	10	0	0	0
2235	eb2057-5d2360-cd3847-5d2360-5b1293-c23605-cf2339-6d2875-6a841-121306-192896-36950-871632-431608-272349	1	2	0	8	8	4.58	4.89	4.58
2236	251713-a21596-063761-c63006-d72063-402923-4b3505-ac854-4f1911	1	55	0	8	6	4.69	4.93	4.7
2237	7e2903-593730-5b1293-d82616-d62216-2e1710-1e4086-4a2318-c62143-753219-38860	0	21	0	8	6	4.67	4.96	4.69
2238	141582-39147-983846-2e1710-1e4086-4a2318-121306-ce141-682644-063761-431608-272349	1	13	0	8	5	3.14	4.43	3.29
2239	5d2360-094065-74760-121306-103337-b4266-431608-272349	0	15	0	51	5	4.77	4.92	4.8
2240	2f257-fd1051-121306-dd1152-692433-7e1325-48690-e0770-1d3469-a93922-dd497-d0128-431608-272349	3	25	0	439	3	4.35	5	4.42
2241	a13945-8c2935-8a2234-be65-121306-223664-d91077-8c2935-e4673-302533-431608-272349	1	46	0	113	2	4.81	4.95	4.84
2242	8a2234-5a537-39147-731761-7b3449-6e4044-d71618	0	38	0	8	8	4.71	4.9	4.74
2243	ce4073-e93887-d52609-e41314-931140-121306-753219-38860-272349	1	2	0	8	0	4.89	5	4.81
2244	b92083-1a3080-8d1483-f63166-43819-54938-121306-402923-e61012-431608-272349	0	26	0	8	7	4.63	4.89	4.65
2245	c23605-cf2339-5d173	0	12	0	8	8	4.77	4.97	4.81
2246	d1637-044020-a33027-a33027-3c1399-e41314-6f228-121306-6a3579-c93763-923691-c92945-513720-9b2653-dc3924-431608-272349	1	46	0	8	6	4.5	5	4.6
2247	1b1099-bf813-da697-152853-2d4026-1b1099-bf813-da697-152853-2d4026-a7798-a7798-121306-0d1431-063761-431608-272349	9	未知	1	440	5	5	5	5
2248	193506-1d6-031473-882151-e1869-6e2940-c34009-641271-641271-121306-402923-84752-431608-272349	7	37	0	400	7	4.86	5	4.84
2249	2c3454-6f1663-8a2234-c21871-121306-ce4073-ff2187-431608-272349	0	18	0	8	8	4.5	4.6	4.5
2250	e61012-f42916-e21548-c93763-c62143-b2193-fc3373-6d3428-c62143-c23605-3d3014-6d3428-121306-103337-b4266-431608-272349	0	26	0	441	5	4.89	5	4.89
2251	fc647-002989-60442-6d2875-6a841	1	2	0	8	0	5	5	5
2252	7e2903-66486-b61011-231660-d71618-c22859-fc3373-c62143-d13754-a13945-121306-402923-8d3237-063761-431608-272349	0	38	0	8	9	4.77	4.72	4.84
2253	942726-0b2849-af1654-6b2044-121306-342036-cd3847-652630-431608-272349	1	33	0	8	10	4.62	4.91	4.63
2254	253623-f83905-a33280-e52645-121306-3a239-982414-6c223-431608-272349	7	36	0	8	0	3.93	5	4
2255	af1654-042150-ca163	1	33	0	8	4	4.33	4.74	4.38
2256	042150-b12072-5a1952-121306-cd2378-8d1754-663941-431608-272349	2	未知	1	17	8	4.36	4.64	4.64
2257	051388-051388-4a3834-0652-be2895	7	36	0	8	6	4.47	4.78	4.53
2258	16978-572883-572883-121306-d72077-8f2156-713861-431608-272349	6	未知	2	53	5	4.95	4.82	4.95
2259	9067-4b1486-023798-af1654-121306-af1654-4a2318-032517-8a2234-c23605-6b3322-b2193-fc3373-032517-051683-e51424-431608-272349	1	13	0	144	3	4.83	5	4.83
2260	042150-b12072-5a1952-121306-ce4073-e21602-52727-881768-431608-272349	2	未知	1	17	8	4.86	5	4.86
2261	74760-1c925-87661-661087-74760-6e4044-d71618-121306-a8269-65804-e21602-871632-431608-272349	0	38	0	442	6	4.72	4.73	4.7
2262	402923-0b118-5315-923691-753219-38860-b2193-fc3373-d72063-121306-342036-cd3847-652630-431608-272349	0	15	0	83	10	4.71	4.93	4.74
2263	203766-d41430-1f2314-604088-2c1019-a13945-121306-6e2034-ce4073-e21602-431608-272349	1	46	0	8	9	4.6	5	4.4
2264	c92922-3b4047-d0128-b82604-431608-c62143-2e1710-1e4086-4a2318-121306-c21717-1d553-e21602-431608-272349	0	57	0	8	8	4.87	4.99	4.86
2265	652630-cc1100-d2536-fc3373-dd3028-de2424-121306-352708-cf2679-e21602-431608-272349	0	31	0	8	4	4.88	4.95	4.88
2266	fc3373-641271-b5245-121306-492461-551635-4c2815-871632-431608-272349	1	32	0	31	10	4.83	5	4.87
2267	243077-f83517-391919-243077-193506-ae786-121306-102277-9f1640-e4673-302533-871632-431608-272349	0	0	0	24	2	4.82	5	4.85
2268	07903-2e1710-8a2234-931140-121306-102277-9f1640-4a2318-a93922-dd497-d0128-431608-272349	1	2	0	443	3	4.56	5	4.63
2269	87965-351117-b0540-a7398-d82616-f51944-262624-121306-e4673-302533-871632-431608-272349	6	未知	2	250	2	4.8	4.93	4.82
2270	60725-5a3200-341600-d13024-99196-222440-603585-0a2432-a8274-6b3409-603585-611350-0a2632-0a2632-292238-292238-121306-103337-b4266-d41700-1d1611-e93739-431608-272349	8	未知	2	102	5	4.94	4.83	4.94
2271	60725-5a3200-341600-d13024-99196-222440-603585-0a2432-a8274-6b3409-603585-611350-0a2632-0a2632-292238-292238-121306-593730-c91981-2b3117-6f824-231660-242273-431608-272349	8	未知	2	102	9	4.94	5	4.94
2272	341758-193506-121929-59366-e41314-72226-2f1084-431608	0	12	0	8	1	4.71	4.9	4.71
2273	87107-611350-87107-611350-112251-f81893-121306-8c2935-9c3489-431608-272349	6	未知	2	55	2	4.97	5	4.97
2274	eb2057-492461-bc3855-e21602-43819-54938-121306-8d3794-9d1564-901869-713861-901015-52727-042150-2c3401-ce4005-5a1952-ac854-8c2935-431608-272349	0	26	0	8	6	4.66	4.83	4.67
2275	d556-342036-771437-c62143-263949-402923-2e1710-f13620-4a2318-c62143-de2424-c53116-121306-5315-823574-f81036-431608-272349	1	5	0	86	6	4.55	4.72	4.53
2276	a81742-042150-4a3834-0652-121306-5315-823574-f81036-871632-431608-272349	7	36	0	35	0	4.87	5	4.87
2277	e61012-eb2057-11995-ef1573-8e302-262624-121306-923691-072768-f83624-b43550-d0128-431608-272349	6	未知	2	8	7	0	0	0
2278	e21548-842325-0d660-5d709-d556-121306-402923-84752-231660-c7153-8c2935-431608-272349	13	未知	2	379	3	4	5	4.14
2279	5a1952-da793-ce4073-121306-352708-323291-111881-431608-272349	0	8	0	277	4	4.8	4.61	4.78
2280	13329-072829-a9774-1c3929-121306-ce4073-e21602-431608-272349	1	32	0	118	8	4.46	5	4.55
2281	102277-403983-8a2234-931140-121306-251713-a21596-063761-431608-272349	1	30	0	8	6	0	0	0
2282	a81742-042150-4a3834-0652-121306-402923-84752-c2857-a8269-52727-881768-431608-272349	7	36	0	35	3	4.64	5	4.91
2283	8e302-262624-121306-b0540-a7398-11995-262624-16978-431608-272349	6	未知	2	8	6	4.77	4.87	4.74
2284	661715-7f3309-d62216-1c925	0	21	0	8	0	4.85	4.89	4.85
2285	241105-e84090-5e3819-253349-121306-292326-ac854-e31999-de2424-d71618-e31999-8a2234-c21871-272349	7	36	0	8	8	4.88	4.5	4.88
2286	f23362-cc34-d32947-c53116-fc3373-a23694-b43550	0	70	0	8	0	4.7	4.89	4.68
2287	fd1051-6a841-262624	13	未知	2	8	10	0	0	0
2288	352708-032517-141582-8a2234-931140	1	13	0	8	0	0	0	0
2289	25525-323291-c53116-fc3373-a23694-b43550-121306-79217-cd3847-e21602-431608-272349	0	70	0	8	6	4.69	4.81	4.7
2290	fc3373-d71618-3c2588-021794-121306-3a239-982414-6c223-431608-272349	0	104	0	8	0	0	0	0
2291	b92083-d0235-021794-37996-121306-402923-e22943-ac854-cc34-d0128-272349	7	58	0	444	9	4.8	4.73	4.73
2292	641271-1c3929-b5245	1	32	0	8	10	0	0	0
2293	8b3036-7f4028-db2797-812352-c62143-43819-54938-c62143-341620-233398-6d3428-121306-a93922-66812-ed213-9b2653-d0128-431608-272349	0	39	0	172	8	4.42	4.5	4.62
2294	87965-5d2161-f13620-e33426-1c925-961815-121306-cd2378-8d1754-663941-431608-272349	0	12	0	184	6	4.72	4.78	4.78
2295	743115-ac854-191362-c62143-303178-121306-402923-e93887-e22943-431608-272349	0	34	0	445	6	4.85	4.96	4.86
2296	231660-79217-0b118-713861-402923-4b3505-5a1952-ac854-121306-de2424-c53116-431608-272349	1	32	0	8	5	0	0	0
2297	521153-b164-5f1581-c62143-141582-4a2318-931140	1	13	0	8	9	4.56	4.95	4.57
2298	da3669-203871-1a1215-4a2318-e33426-b43550-693510-11995-262624-121306-353998-67198-063761-431608-272349	0	103	0	8	10	4.67	4.92	4.67
2299	102277-063761-de2424-c53116-121306-ce4073-ff2187-431608-272349	1	32	0	8	8	4.77	4.96	4.78
2300	682644-3b868-5a537-a81828-2e1710-4a2318-121306-6a3579-c93763-923691-431608-272349	1	74	0	8	6	4.56	5	4.68
2301	c93763-5b1293-c62143-cc2258-833800-e91407-121306-292326-ac854-272349	7	36	0	8	0	0	0	0
2302	002989-5a537-402923-912443-76305-d72063-121306-253866-e21602-431608-272349	0	68	0	8	1	4.49	4.83	4.47
2303	28162-c7153-002989-ce4073-e21602-b91787-2c1019-552471-fc3373-121306-ce141-682644-063761-431608-272349	7	36	0	185	0	0	0	0
2304	16978-231497-1b3461-87107-b6684-a8274-603585-0a2432-292238-6b3409-a54081-3c1399-c34009-2c1019-121306-923691-032268-e61012-cd3847-431608-272349	7	37	0	446	6	4.72	4.82	4.74
2305	641271-b5149-083121-c02692-de2424-c53116-121306-893131-68558-cd3847-431608-272349	1	32	0	8	1	4.36	5	4.64
2306	323291-cb1524-032268-2e1710-1e4086-4a2318-8a2234-772477-4a2318	1	30	0	8	0	4.25	5	4.35
2307	1a1215-e72968-111881-121306-6f3045-1d283-1d553-431608-272349	1	55	0	398	6	4.65	4.88	4.72
2308	433290-3a316-fe1605-5d709-812352-7e1325-df2800-121725	5	未知	1	8	6	4.95	4.99	4.94
2309	342036-14513-d62216-1c925-931140-121306-9b2195-e21602-431608-272349	0	21	0	8	1	4.86	5	4.86
2310	1b955-0a1751-111881-002989-102277-9f1640-1b955-6a3233-752762	7	58	0	8	3	4.74	5	4.74
2311	5a537-39147-d13754-a13945-82451-d71618-6e4044-d71618	0	9	0	8	4	0	0	0
2312	6d2875-e01010-371329-2c1019-79400-121306-402923-84752-36950-d72077-431608-272349	7	37	0	8	7	4.85	5	4.85
2313	df3491-492461-e01010-2e1710-121306-79217-cd3847-e21602-431608-272349	1	73	0	8	6	4.25	4.55	4.36
2314	87107-611350-87107-611350-ea2006-152853-611350-1b3461-292238-f81893-f81893-7a1846-352001	6	未知	2	8	4	4.87	4.95	4.87
2315	7e2903-342036-6e4044-d71618-c53116-4b2403-d72063	0	38	0	8	2	0	0	0
2316	002989-ac4075-4a2318-931140-121306-5315-2e1710-442854-431608-272349	1	30	0	8	1	4.8	5	4.6
2317	8a2234-7e2903-30514-d72063-be2895	0	40	0	8	0	5	4.5	5
2318	60952-f13620-123573-6d2875-d72063-121306-352708-cf2679-ed213-431608-272349	0	40	0	8	0	4.77	4.82	4.79
2319	912443-76305-d72063-2e1710-1e4086-4a2318	0	8	0	8	0	4.38	4.69	4.38
2320	b53282-481734-c34009-2c1019-032517-28807-442854-121306-79217-cd3847-e21602-431608-272349	7	37	0	8	4	0	0	0
2321	022488-051683-e33426-1c925-961815-121306-9b2653-2043-231660-242273-431608-272349	0	12	0	12	9	4.8	5	4.8
2322	a72739-e61102-8b3036-7f4028-121306-341620-233398-6d3428-f91501-43819-54938-a13945-6d3428-d72063-272349	0	39	0	8	6	4.38	4.75	4.38
2323	853235-8a2234-cb3823-693510-141126-c4699-231660-6e2940-e1869-121306-942726-b42607-ed2191-431608-272349	0	60	0	8	4	4.62	4.84	4.63
2324	5315-0c3415-c63006-d72063	0	17	0	8	10	0	0	0
2325	ef1573-3c1399-9f2519-7c3431-c62143-b2193-6e2940-a23694-b43550-121306-353998-67198-063761-431608-272349	0	15	0	8	10	4.24	4.76	4.41
2326	4d3152-a93922-4d3152-dd1152-431422-c02692-fa4015-121306-ce4073-e21602-431608-272349	11	未知	2	8	8	0	0	0
2327	2c1019-df2800-82451-d71618	0	38	0	8	6	4.5	4.54	4.5
2328	002989-f84064-c31718-f51944	7	65	0	8	9	0	0	0
2329	0a2002-6e2940-303211-c31718-d72063-121306-192896-2c3863-871632-431608-272349	0	90	0	8	2	4.6	4.82	4.58
2330	a54081-0a1751-b5311-8a2234-d72063	0	51	0	8	8	4.5	4.82	4.64
2331	031708-833800-082380-233398-a23694-121306-353998-67198-063761-431608-272349	0	1	0	8	10	4.7	4.85	4.72
2332	4e870-951737-a82223-9b2653-a63626-0c3415-fa1254-b2193-fc3373-c63006-d72063	0	17	0	8	9	0	0	0
2333	521153-fa1254-de2424-c53116	7	49	0	8	8	4.67	5	4.67
2334	402923-0b118-5315-923691-753219-38860-b2193-fc3373-d72063-121306-251713-a21596-063761-431608-272349	0	15	0	83	1	4.66	4.96	4.67
2335	ee867-432525-032517-603585-a22132-0a2432-292238-df2800-121725-db2797-812352-101136-251491-2d313-e52645-7b1223-df2800-121725	5	未知	1	8	6	4.75	5	4.75
2336	87965-d556-43819-54938-121306-8d3794-814098-901869-713861-901015-593730-c91981-5a1952-ac854-8c2935-431608-272349	0	26	0	8	9	0	0	0
2337	411745-30514-d02399-002989-003648-dd3028-021794-59366-e41314	0	12	0	8	9	0	0	0
2338	d2536-fc3373-dd3028-de2424-121306-ce4073-043463-432039-431608-272349	0	31	0	8	0	4.43	5	4.43
